* begin:	11/09/2023 02:49:51
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_A1_19pt.cfg
*
* no cfg file, sc file created manually
* 0	0.1480000	5.0	31404	373	33128	61399	3777239394	31777	0.0000000	0.0000000
* Date: 11/09/2023	Time: 03:09
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1200.001000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	100	150
1	3.00	1200.00	218	268
2	6.00	1200.00	237	258
3	9.00	1200.00	223	272
4	12.00	1200.00	210	285
5	15.00	1200.00	223	339
6	18.00	1200.00	213	350
7	21.00	1200.00	255	347
8	24.00	1200.00	269	377
9	27.00	1200.00	280	368
10	30.00	1200.00	280	434
11	33.00	1200.00	276	391
12	36.00	1200.00	262	417
13	39.00	1200.00	247	393
14	42.00	1200.00	245	398
15	45.00	1200.00	249	346
16	48.00	1200.00	250	345
17	51.00	1200.00	269	326
18	54.00	1200.00	255	309
19	57.00	1200.00	225	312
20	60.00	1200.00	203	317
21	63.00	1200.00	218	318
22	66.00	1200.00	203	326
23	69.00	1200.00	170	355
24	72.00	1200.00	182	413
25	75.00	1200.00	163	393
26	78.00	1200.00	158	473
27	81.00	1200.00	171	500
28	84.00	1200.00	172	549
29	87.00	1200.00	138	567
30	90.00	1200.00	166	627
31	93.00	1200.00	187	605
32	96.00	1200.00	158	657
33	99.00	1200.00	165	643
34	102.00	1200.00	173	666
35	105.00	1200.00	216	614
36	108.00	1200.00	201	635
37	111.00	1200.00	207	519
38	114.00	1200.00	232	525
39	117.00	1200.00	221	474
40	120.00	1200.00	248	442
41	123.00	1200.00	306	404
42	126.00	1200.00	286	429
43	129.00	1200.00	268	346
44	132.00	1200.00	251	302
45	135.00	1200.00	275	278
46	138.00	1200.00	279	270
47	141.00	1200.00	277	223
48	144.00	1200.00	259	250
49	147.00	1200.00	275	239
50	150.00	1200.00	216	249
51	153.00	1200.00	232	200
52	156.00	1200.00	227	256
53	159.00	1200.00	217	263
54	162.00	1200.00	210	320
55	165.00	1200.00	192	318
56	168.00	1200.00	211	359
57	171.00	1200.00	186	427
58	174.00	1200.00	191	449
59	177.00	1200.00	166	473
60	180.00	1200.00	173	526
61	183.00	1200.00	167	567
62	186.00	1200.00	156	652
63	189.00	1200.00	152	612
64	192.00	1200.00	172	652
65	195.00	1200.00	173	614
66	198.00	1200.00	194	631
67	201.00	1200.00	186	635
68	204.00	1200.00	196	636
69	207.00	1200.00	201	574
70	210.00	1200.00	211	581
71	213.00	1200.00	226	556
72	216.00	1200.00	260	524
73	219.00	1200.00	274	460
74	222.00	1200.00	251	442
75	225.00	1200.00	257	404
76	228.00	1200.00	274	352
77	231.00	1200.00	300	337
78	234.00	1200.00	258	309
79	237.00	1200.00	279	268
80	240.00	1200.00	262	259
81	243.00	1200.00	257	254
82	246.00	1200.00	280	251
83	249.00	1200.00	251	241
84	252.00	1200.00	255	207
85	255.00	1200.00	194	252
86	258.00	1200.00	216	251
87	261.00	1200.00	224	274
88	264.00	1200.00	197	318
89	267.00	1200.00	190	313
90	270.00	1200.00	181	351
91	273.00	1200.00	182	389
92	276.00	1200.00	166	473
93	279.00	1200.00	192	441
94	282.00	1200.00	197	530
95	285.00	1200.00	177	541
96	288.00	1200.00	205	570
97	291.00	1200.00	186	596
98	294.00	1200.00	212	628
99	297.00	1200.00	194	597
100	300.00	1200.00	203	640
101	303.00	1200.00	218	623
102	306.00	1200.00	216	568
103	309.00	1200.00	204	581
104	312.00	1200.00	193	564
105	315.00	1200.00	199	482
106	318.00	1200.00	184	481
107	321.00	1200.00	192	453
108	324.00	1200.00	190	414
109	327.00	1200.00	170	357
110	330.00	1200.00	176	314
111	333.00	1200.00	209	276
112	336.00	1200.00	197	295
113	339.00	1200.00	187	233
114	342.00	1200.00	207	243
115	345.00	1200.00	226	220
116	348.00	1200.00	209	261
117	351.00	1200.00	230	230
118	354.00	1200.00	267	240
119	357.00	1200.00	279	235
120	360.00	1200.00	293	280
121	363.00	1200.00	216	303
122	366.00	1200.00	282	340
123	369.00	1200.00	262	345
124	372.00	1200.00	283	395
125	375.00	1200.00	274	473
126	378.00	1200.00	267	481
127	381.00	1200.00	285	478
128	384.00	1200.00	254	585
129	387.00	1200.00	227	608
130	390.00	1200.00	248	635
131	393.00	1200.00	206	632
132	396.00	1200.00	230	620
133	399.00	1200.00	181	614
134	402.00	1200.00	191	618
135	405.00	1200.00	190	599
136	408.00	1200.00	178	623
137	411.00	1200.00	139	585
138	414.00	1200.00	185	540
139	417.00	1200.00	172	499
140	420.00	1200.00	150	512
141	423.00	1200.00	163	440
142	426.00	1200.00	145	318
143	429.00	1200.00	160	329
144	432.00	1200.00	192	368
* end: 11/09/2023 03:09:56
