# Coil_pos O-Beam err ps_pos
0.0000000 147.8758227 16.6733320 -0.6250000
5.0000000 241.0349934 21.5638587 -0.6250000
10.0000000 335.3397937 24.9198716 -0.6250000
15.0000000 423.3665835 26.7020598 -0.6250000
20.0000000 382.7624967 24.8394847 -0.6250000
25.0000000 292.5626053 20.8566536 -0.6250000
30.0000000 193.7102597 15.6843871 -0.6250000
35.0000000 63.8338514 8.0622577 -0.6250000
40.0000000 49.7395860 7.7459667 -0.6250000
45.0000000 58.1975819 11.5758369 -0.6250000
50.0000000 170.3789300 18.4661853 -0.6250000
55.0000000 287.5916472 23.3023604 -0.6250000
60.0000000 409.9851466 26.5518361 -0.6250000
65.0000000 456.9786976 27.0185122 -0.6250000
70.0000000 352.4546545 23.4733892 -0.6250000
75.0000000 245.5382673 18.6547581 -0.6250000
80.0000000 131.3971167 12.4899960 -0.6250000
85.0000000 61.7540410 7.6811457 -0.6250000
90.0000000 64.2679546 9.7979590 -0.6250000
95.0000000 126.2354081 15.4919334 -0.6250000
