#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-0.197754 20.0 766 3334 126732 1791 3776718070 4100 0.000000 0.000000
0.000000 20.0 660 4214 127311 1208 3776718097 4874 0.000000 0.000000
0.197754 20.0 387 5156 127322 656 3776718123 5543 0.000000 0.000000
0.395508 20.0 273 5630 127107 267 3776718150 5903 0.000000 0.000000
0.604248 20.0 204 5748 126999 342 3776718177 5952 0.000000 0.000000
0.802002 20.0 228 5220 127211 698 3776718203 5448 0.000000 0.000000
0.988769 20.0 421 4311 127079 1385 3776718230 4732 0.000000 0.000000
1.186523 20.0 598 3501 127519 1941 3776718257 4099 0.000000 0.000000
1.395264 20.0 738 2791 127491 2185 3776718283 3529 0.000000 0.000000
1.604004 20.0 768 2705 128346 2242 3776718310 3473 0.000000 0.000000
1.801758 20.0 777 3109 127064 1970 3776718337 3886 0.000000 0.000000
1.999512 20.0 624 3913 126843 1385 3776718364 4537 0.000000 0.000000
2.197266 20.0 414 4994 127256 725 3776718390 5408 0.000000 0.000000
2.384033 20.0 286 5587 128147 315 3776718417 5873 0.000000 0.000000
2.603760 20.0 200 5796 127456 308 3776718444 5996 0.000000 0.000000
2.801514 20.0 242 5312 126903 643 3776718471 5554 0.000000 0.000000
2.988281 20.0 373 4418 127499 1341 3776718497 4791 0.000000 0.000000
