# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.988525 30.0 1210 14036 188751 2932 3782690776 15246 0.000000 0.000000
-1.801758 30.0 683 16173 190458 1424 3782690813 16856 0.000000 0.000000
-1.604004 30.0 494 16996 188906 893 3782690849 17490 0.000000 0.000000
-1.395264 30.0 763 16266 188223 1600 3782690886 17029 0.000000 0.000000
-1.197510 30.0 1297 13713 186972 3213 3782690922 15010 0.000000 0.000000
-0.999756 30.0 1935 10936 186937 4914 3782690958 12871 0.000000 0.000000
-0.802002 30.0 2392 8249 187153 6602 3782690994 10641 0.000000 0.000000
-0.615234 30.0 2601 7134 186271 7270 3782691031 9735 0.000000 0.000000
-0.406494 30.0 2524 8037 188603 6827 3782691067 10561 0.000000 0.000000
-0.208740 30.0 2016 10154 190099 5476 3782691103 12170 0.000000 0.000000
0.010986 30.0 1384 13177 189342 3523 3782691139 14561 0.000000 0.000000
0.186768 30.0 787 15618 191542 1875 3782691176 16405 0.000000 0.000000
0.395508 30.0 489 17196 190836 921 3782691212 17685 0.000000 0.000000
0.593262 30.0 556 16991 190617 1143 3782691248 17547 0.000000 0.000000
0.802002 30.0 1008 14607 191124 2566 3782691285 15615 0.000000 0.000000
0.999756 30.0 1686 11443 190281 4572 3782691321 13129 0.000000 0.000000
1.197510 30.0 2294 8793 190109 6295 3782691357 11087 0.000000 0.000000
1.395264 30.0 2712 7223 191012 7121 3782691393 9935 0.000000 0.000000
1.593018 30.0 2709 7482 188579 6985 3782691429 10191 0.000000 0.000000
1.801758 30.0 2210 9207 189228 5797 3782691465 11417 0.000000 0.000000
1.988525 30.0 1561 12351 189031 4189 3782691502 13912 0.000000 0.000000
