# ps_pos exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
107.9941406 20.0 1248 2285 199337 2639 3763090504 3533 0.0000000 0.0000000
108.0747070 20.0 1077 2687 201220 2647 3763090531 3764 0.0000000 0.0000000
108.1499023 20.0 876 3288 199072 2741 3763090559 4164 0.0000000 0.0000000
108.2250977 20.0 550 3967 192371 2813 3763090587 4517 0.0000000 0.0000000
108.2998047 20.0 305 4447 193157 2708 3763090615 4752 0.0000000 0.0000000
108.3750000 20.0 229 4781 196329 2632 3763090643 5010 0.0000000 0.0000000
108.4501953 20.0 335 4549 195135 2659 3763090671 4884 0.0000000 0.0000000
108.5253906 20.0 542 3873 204476 2679 3763090699 4415 0.0000000 0.0000000
108.5996094 20.0 792 3255 205169 2803 3763090726 4047 0.0000000 0.0000000
108.6748047 20.0 1101 2703 199440 2713 3763090754 3804 0.0000000 0.0000000
108.7500000 20.0 1181 2439 200162 2610 3763090782 3620 0.0000000 0.0000000
108.8251953 20.0 1173 2389 200636 2803 3763090810 3562 0.0000000 0.0000000
108.8999023 20.0 997 2787 206437 2666 3763090838 3784 0.0000000 0.0000000
108.9750977 20.0 750 3583 203106 2654 3763090866 4333 0.0000000 0.0000000
109.0502930 20.0 435 4152 199927 2648 3763090894 4587 0.0000000 0.0000000
109.1250000 20.0 234 4701 198974 2748 3763090922 4935 0.0000000 0.0000000
109.2001953 20.0 214 4806 198555 2688 3763090950 5020 0.0000000 0.0000000
109.2749023 20.0 355 4279 200557 2726 3763090977 4634 0.0000000 0.0000000
109.3500977 20.0 675 3681 203115 2821 3763091005 4356 0.0000000 0.0000000
109.4248047 20.0 989 3028 205420 2720 3763091033 4017 0.0000000 0.0000000
109.5000000 20.0 1161 2488 196711 2725 3763091061 3649 0.0000000 0.0000000
109.5751953 20.0 1287 2173 197631 2704 3763091089 3460 0.0000000 0.0000000
109.6499023 20.0 1211 2447 198828 2750 3763091117 3658 0.0000000 0.0000000
109.7250977 20.0 964 2992 199817 2601 3763091145 3956 0.0000000 0.0000000
109.8002930 20.0 607 3712 196699 2665 3763091172 4319 0.0000000 0.0000000
109.8750000 20.0 381 4353 198815 2680 3763091200 4734 0.0000000 0.0000000
109.9497070 20.0 337 4554 199236 2643 3763091228 4891 0.0000000 0.0000000
110.0249023 20.0 281 4492 198497 2687 3763091256 4773 0.0000000 0.0000000
110.0996094 20.0 447 4126 196707 2769 3763091284 4573 0.0000000 0.0000000
110.1752930 20.0 792 3443 224672 2659 3763091312 4235 0.0000000 0.0000000
110.2500000 20.0 1013 2823 223485 2800 3763091340 3836 0.0000000 0.0000000
110.3251953 20.0 1163 2311 216682 2716 3763091368 3474 0.0000000 0.0000000
