# Coil O-Beam err ps_pos
-1.4000000 0.0408472 0.0013897 0.0549320
-1.2000000 0.0290897 0.0011768 0.0549320
-1.0000000 0.0182753 0.0009326 0.0549320
-0.8000000 0.0080389 0.0006130 0.0549320
-0.6000000 0.0037978 0.0004220 0.0549320
-0.4000000 0.0053587 0.0005019 0.0549320
-0.2000000 0.0137807 0.0008065 0.0549320
0.0000000 0.0254346 0.0010816 0.0549320
0.2000000 0.0358047 0.0012954 0.0549320
0.4000000 0.0438468 0.0014409 0.0549320
0.6000000 0.0444582 0.0014539 0.0549320
0.8000000 0.0400549 0.0013771 0.0549320
1.0000000 0.0297169 0.0011811 0.0549320
1.2000000 0.0182901 0.0009226 0.0549320
1.4000000 0.0082431 0.0006231 0.0549320
