# Coil O-Beam err ps_pos
-1.4000000 0.0902154 0.0031817 -0.4943850
-1.2000000 0.0730604 0.0028745 -0.4943850
-1.0000000 0.0439815 0.0022562 -0.4943850
-0.8000000 0.0191504 0.0014909 -0.4943850
-0.6000000 0.0069906 0.0009025 -0.4943850
-0.4000000 0.0085315 0.0009851 -0.4943850
-0.2000000 0.0254689 0.0017171 -0.4943850
0.0000000 0.0547407 0.0025143 -0.4943850
0.2000000 0.0794141 0.0030145 -0.4943850
0.4000000 0.1040618 0.0034901 -0.4943850
0.6000000 0.1097618 0.0035800 -0.4943850
0.8000000 0.0959854 0.0033040 -0.4943850
1.0000000 0.0745720 0.0029272 -0.4943850
1.2000000 0.0441009 0.0022389 -0.4943850
1.4000000 0.0237150 0.0016645 -0.4943850
