# Coil O-Beam err ps_pos
-1.4000000 0.1243236 0.0040021 1.3403320
-1.2000000 0.0958781 0.0035033 1.3403320
-1.0000000 0.0536784 0.0026161 1.3403320
-0.8000000 0.0255319 0.0018145 1.3403320
-0.6000000 0.0090603 0.0010829 1.3403320
-0.4000000 0.0134995 0.0013237 1.3403320
-0.2000000 0.0336252 0.0020656 1.3403320
0.0000000 0.0718099 0.0030211 1.3403320
0.2000000 0.1079928 0.0037372 1.3403320
0.4000000 0.1313054 0.0041053 1.3403320
0.6000000 0.1438356 0.0043114 1.3403320
0.8000000 0.1221620 0.0039697 1.3403320
1.0000000 0.0972044 0.0035306 1.3403320
1.2000000 0.0618948 0.0028459 1.3403320
1.4000000 0.0280112 0.0018885 1.3403320
