# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 30.0 757 9378 187321 2048 3783041485 10135 0.000000 0.000000
-1.801758 30.0 1062 7969 188183 3051 3783041521 9031 0.000000 0.000000
-1.604004 30.0 1376 6531 187232 3768 3783041557 7907 0.000000 0.000000
-1.395264 30.0 1515 6203 187661 3855 3783041593 7718 0.000000 0.000000
-1.197510 30.0 1559 6533 188385 3764 3783041630 8092 0.000000 0.000000
-1.010742 30.0 1247 7854 187804 3038 3783041666 9101 0.000000 0.000000
-0.802002 30.0 928 9210 187715 2092 3783041702 10138 0.000000 0.000000
-0.604248 30.0 542 10335 187729 1321 3783041738 10877 0.000000 0.000000
-0.395508 30.0 437 11288 187782 894 3783041774 11725 0.000000 0.000000
-0.208740 30.0 472 10989 188264 1082 3783041811 11461 0.000000 0.000000
0.000000 30.0 698 9704 187769 1827 3783041847 10402 0.000000 0.000000
0.186768 30.0 1062 8233 185892 2710 3783041883 9295 0.000000 0.000000
0.395508 30.0 1356 6998 185386 3497 3783041919 8354 0.000000 0.000000
0.604248 30.0 1543 6396 186037 3974 3783041956 7939 0.000000 0.000000
0.791016 30.0 1553 6451 185367 3911 3783041992 8004 0.000000 0.000000
0.999756 30.0 1227 7286 186143 3275 3783042028 8513 0.000000 0.000000
1.186523 30.0 975 8790 185716 2360 3783042064 9765 0.000000 0.000000
1.395264 30.0 689 9944 182688 1522 3783042101 10633 0.000000 0.000000
1.604004 30.0 489 10739 181096 1151 3783042137 11228 0.000000 0.000000
1.801758 30.0 401 11115 181183 1004 3783042173 11516 0.000000 0.000000
1.988525 30.0 596 10154 185345 1537 3783042209 10750 0.000000 0.000000
