# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 490 9679 669017 8002 3764440882 10169 0.0000000 0.0000000 108.8999020
5.0000000 60.0 757 9721 672000 8046 3764440950 10478 0.0000000 0.0000000 108.8999020
10.0000000 60.0 916 9626 666973 7779 3764441017 10542 0.0000000 0.0000000 108.8999020
15.0000000 60.0 956 9590 664626 7961 3764441085 10546 0.0000000 0.0000000 108.8999020
20.0000000 60.0 882 9380 671216 7813 3764441153 10262 0.0000000 0.0000000 108.8999020
25.0000000 60.0 587 9723 674884 8124 3764441220 10310 0.0000000 0.0000000 108.8999020
30.0000000 60.0 304 9631 670483 8125 3764441288 9935 0.0000000 0.0000000 108.8999020
35.0000000 60.0 100 9472 675206 8064 3764441355 9572 0.0000000 0.0000000 108.8999020
40.0000000 60.0 68 9475 676168 7914 3764441423 9543 0.0000000 0.0000000 108.8999020
45.0000000 60.0 234 9401 675038 8021 3764441490 9635 0.0000000 0.0000000 108.8999020
50.0000000 60.0 515 9497 675996 7919 3764441558 10012 0.0000000 0.0000000 108.8999020
55.0000000 60.0 683 9827 676984 7819 3764441626 10510 0.0000000 0.0000000 108.8999020
60.0000000 60.0 932 9607 674346 8031 3764441693 10539 0.0000000 0.0000000 108.8999020
65.0000000 60.0 916 9564 674862 7860 3764441761 10480 0.0000000 0.0000000 108.8999020
70.0000000 60.0 735 9409 674174 7858 3764441828 10144 0.0000000 0.0000000 108.8999020
75.0000000 60.0 496 9680 670047 7980 3764441896 10176 0.0000000 0.0000000 108.8999020
80.0000000 60.0 173 9669 672033 7961 3764441964 9842 0.0000000 0.0000000 108.8999020
85.0000000 60.0 77 9673 674596 8036 3764442032 9750 0.0000000 0.0000000 108.8999020
90.0000000 60.0 152 9717 676889 7973 3764442099 9869 0.0000000 0.0000000 108.8999020
95.0000000 60.0 379 9599 672759 7988 3764442167 9978 0.0000000 0.0000000 108.8999020
