# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 698 7693 630839 7983 3764455003 8391 0.0000000 0.0000000 109.3500980
5.0000000 60.0 1267 7655 610232 8146 3764455071 8922 0.0000000 0.0000000 109.3500980
10.0000000 60.0 1623 7698 606388 7846 3764455138 9321 0.0000000 0.0000000 109.3500980
15.0000000 60.0 1772 7562 603552 7806 3764455206 9334 0.0000000 0.0000000 109.3500980
20.0000000 60.0 1469 7699 608330 7901 3764455274 9168 0.0000000 0.0000000 109.3500980
25.0000000 60.0 983 7487 607050 7984 3764455341 8470 0.0000000 0.0000000 109.3500980
30.0000000 60.0 501 7610 607642 7926 3764455409 8111 0.0000000 0.0000000 109.3500980
35.0000000 60.0 145 7560 604002 7982 3764455476 7705 0.0000000 0.0000000 109.3500980
40.0000000 60.0 150 7467 608708 7960 3764455544 7617 0.0000000 0.0000000 109.3500980
45.0000000 60.0 451 7676 608751 8007 3764455611 8127 0.0000000 0.0000000 109.3500980
50.0000000 60.0 959 7712 609300 8039 3764455679 8671 0.0000000 0.0000000 109.3500980
55.0000000 60.0 1488 7711 609640 7822 3764455746 9199 0.0000000 0.0000000 109.3500980
60.0000000 60.0 1842 7593 609510 8114 3764455814 9435 0.0000000 0.0000000 109.3500980
65.0000000 60.0 1681 7557 613912 7831 3764455882 9238 0.0000000 0.0000000 109.3500980
70.0000000 60.0 1348 7641 606339 7992 3764455949 8989 0.0000000 0.0000000 109.3500980
75.0000000 60.0 855 7477 608931 7928 3764456017 8332 0.0000000 0.0000000 109.3500980
80.0000000 60.0 327 7366 609952 7918 3764456085 7693 0.0000000 0.0000000 109.3500980
85.0000000 60.0 121 7376 610604 7675 3764456152 7497 0.0000000 0.0000000 109.3500980
90.0000000 60.0 273 7277 611718 7980 3764456220 7550 0.0000000 0.0000000 109.3500980
95.0000000 60.0 756 7572 610813 7976 3764456287 8328 0.0000000 0.0000000 109.3500980
