# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 850 5331 624501 7932 3763914856 6181 0.0000000 0.0000000 108.8251950
5.0000000 60.0 1323 5208 668252 7896 3763914923 6531 0.0000000 0.0000000 108.8251950
10.0000000 60.0 1692 5186 670605 7932 3763914991 6878 0.0000000 0.0000000 108.8251950
15.0000000 60.0 1746 5339 673203 7898 3763915058 7085 0.0000000 0.0000000 108.8251950
20.0000000 60.0 1404 5265 672913 7875 3763915126 6669 0.0000000 0.0000000 108.8251950
25.0000000 60.0 996 5263 671335 8013 3763915194 6259 0.0000000 0.0000000 108.8251950
30.0000000 60.0 486 5267 666710 7979 3763915261 5753 0.0000000 0.0000000 108.8251950
35.0000000 60.0 155 5393 799279 7795 3763915329 5548 0.0000000 0.0000000 108.8251950
40.0000000 60.0 114 5093 809406 7988 3763915397 5207 0.0000000 0.0000000 108.8251950
45.0000000 60.0 380 5361 687490 7891 3763915464 5741 0.0000000 0.0000000 108.8251950
50.0000000 60.0 906 5330 675691 7944 3763915532 6236 0.0000000 0.0000000 108.8251950
55.0000000 60.0 1423 5349 660849 7930 3763915600 6772 0.0000000 0.0000000 108.8251950
60.0000000 60.0 1733 5510 615070 7997 3763915667 7243 0.0000000 0.0000000 108.8251950
65.0000000 60.0 1630 5342 618603 7868 3763915735 6972 0.0000000 0.0000000 108.8251950
70.0000000 60.0 1338 5199 654069 7848 3763915802 6537 0.0000000 0.0000000 108.8251950
75.0000000 60.0 709 5501 668110 7947 3763915870 6210 0.0000000 0.0000000 108.8251950
80.0000000 60.0 237 5442 671638 7838 3763915938 5679 0.0000000 0.0000000 108.8251950
85.0000000 60.0 100 5372 693363 7947 3763916005 5472 0.0000000 0.0000000 108.8251950
90.0000000 60.0 272 5358 641396 7969 3763916073 5630 0.0000000 0.0000000 108.8251950
95.0000000 60.0 755 5214 639700 8083 3763916141 5969 0.0000000 0.0000000 108.8251950
