# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 985 8523 624458 7856 3764256961 9508 0.0000000 0.0000000 108.6748050
5.0000000 60.0 1796 8500 706590 7684 3764257028 10296 0.0000000 0.0000000 108.6748050
10.0000000 60.0 2286 8584 662770 7844 3764257096 10870 0.0000000 0.0000000 108.6748050
15.0000000 60.0 2398 8645 643768 7900 3764257163 11043 0.0000000 0.0000000 108.6748050
20.0000000 60.0 2228 8546 684471 7850 3764257231 10774 0.0000000 0.0000000 108.6748050
25.0000000 60.0 1521 8456 693644 7804 3764257299 9977 0.0000000 0.0000000 108.6748050
30.0000000 60.0 739 8422 689946 7980 3764257366 9161 0.0000000 0.0000000 108.6748050
35.0000000 60.0 216 8538 660094 7917 3764257434 8754 0.0000000 0.0000000 108.6748050
40.0000000 60.0 153 8434 626811 7853 3764257501 8587 0.0000000 0.0000000 108.6748050
45.0000000 60.0 491 8621 615804 7886 3764257569 9112 0.0000000 0.0000000 108.6748050
50.0000000 60.0 1191 8554 641024 7868 3764257636 9745 0.0000000 0.0000000 108.6748050
55.0000000 60.0 1980 8523 619828 7833 3764257704 10503 0.0000000 0.0000000 108.6748050
60.0000000 60.0 2489 8483 642352 7745 3764257772 10972 0.0000000 0.0000000 108.6748050
65.0000000 60.0 2335 8386 687479 8029 3764257839 10721 0.0000000 0.0000000 108.6748050
70.0000000 60.0 1868 8564 717974 7785 3764257907 10432 0.0000000 0.0000000 108.6748050
75.0000000 60.0 1145 8490 662780 7832 3764257974 9635 0.0000000 0.0000000 108.6748050
80.0000000 60.0 496 8390 706713 7849 3764258042 8886 0.0000000 0.0000000 108.6748050
85.0000000 60.0 156 8276 697531 7902 3764258109 8432 0.0000000 0.0000000 108.6748050
90.0000000 60.0 318 8554 676681 7908 3764258177 8872 0.0000000 0.0000000 108.6748050
95.0000000 60.0 916 8438 719217 7937 3764258244 9354 0.0000000 0.0000000 108.6748050
