# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 329 12983 629035 8010 3764264020 13312 0.0000000 0.0000000 108.8999020
5.0000000 60.0 482 13007 617642 7873 3764264087 13489 0.0000000 0.0000000 108.8999020
10.0000000 60.0 623 13389 610596 7871 3764264155 14012 0.0000000 0.0000000 108.8999020
15.0000000 60.0 600 13142 610219 7903 3764264223 13742 0.0000000 0.0000000 108.8999020
20.0000000 60.0 542 13140 639916 7768 3764264290 13682 0.0000000 0.0000000 108.8999020
25.0000000 60.0 416 13084 676908 7769 3764264358 13500 0.0000000 0.0000000 108.8999020
30.0000000 60.0 188 13182 632489 7899 3764264425 13370 0.0000000 0.0000000 108.8999020
35.0000000 60.0 55 13283 632959 7941 3764264493 13338 0.0000000 0.0000000 108.8999020
40.0000000 60.0 31 13423 647915 7875 3764264560 13454 0.0000000 0.0000000 108.8999020
45.0000000 60.0 159 13293 649885 7940 3764264628 13452 0.0000000 0.0000000 108.8999020
50.0000000 60.0 337 13206 628435 7853 3764264695 13543 0.0000000 0.0000000 108.8999020
55.0000000 60.0 522 13221 628742 7880 3764264763 13743 0.0000000 0.0000000 108.8999020
60.0000000 60.0 726 13377 633609 7963 3764264830 14103 0.0000000 0.0000000 108.8999020
65.0000000 60.0 643 13174 653309 7766 3764264898 13817 0.0000000 0.0000000 108.8999020
70.0000000 60.0 468 13356 678407 7925 3764264966 13824 0.0000000 0.0000000 108.8999020
75.0000000 60.0 334 12948 729015 7794 3764265033 13282 0.0000000 0.0000000 108.8999020
80.0000000 60.0 121 13143 710095 8010 3764265101 13264 0.0000000 0.0000000 108.8999020
85.0000000 60.0 33 13176 676258 7899 3764265168 13209 0.0000000 0.0000000 108.8999020
90.0000000 60.0 82 12878 622602 7923 3764265236 12960 0.0000000 0.0000000 108.8999020
95.0000000 60.0 277 13008 637722 7978 3764265303 13285 0.0000000 0.0000000 108.8999020
