# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 1109 6955 372696 10205 3771043606 8064 0.0000000 0.0000000 1.1975100
-1.2000000 60.0 791 7041 372163 10048 3771043670 7832 0.0000000 0.0000000 1.1975100
-1.0000000 60.0 478 7116 372689 9973 3771043733 7594 0.0000000 0.0000000 1.1975100
-0.8000000 60.0 226 6995 371945 10078 3771043797 7221 0.0000000 0.0000000 1.1975100
-0.6000000 60.0 68 7006 372487 9955 3771043860 7074 0.0000000 0.0000000 1.1975100
-0.4000000 60.0 132 7053 372497 10235 3771043923 7185 0.0000000 0.0000000 1.1975100
-0.2000000 60.0 347 6946 372722 9843 3771043987 7293 0.0000000 0.0000000 1.1975100
0.0000000 60.0 696 7064 372794 10108 3771044050 7760 0.0000000 0.0000000 1.1975100
0.2000000 60.0 980 6988 372497 10095 3771044113 7968 0.0000000 0.0000000 1.1975100
0.4000000 60.0 1265 6815 372371 10051 3771044177 8080 0.0000000 0.0000000 1.1975100
0.6000000 60.0 1302 7172 372949 10102 3771044240 8474 0.0000000 0.0000000 1.1975100
0.8000000 60.0 1135 6917 371946 9980 3771044303 8052 0.0000000 0.0000000 1.1975100
1.0000000 60.0 857 7090 372474 10032 3771044367 7947 0.0000000 0.0000000 1.1975100
1.2000000 60.0 560 6871 371740 9754 3771044430 7431 0.0000000 0.0000000 1.1975100
1.4000000 60.0 234 7024 372634 10127 3771044494 7258 0.0000000 0.0000000 1.1975100
