# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 755 8826 372148 9862 3771052610 9581 0.0000000 0.0000000 1.5930180
-1.2000000 60.0 539 8769 372183 9878 3771052673 9308 0.0000000 0.0000000 1.5930180
-1.0000000 60.0 302 9006 371279 9805 3771052736 9308 0.0000000 0.0000000 1.5930180
-0.8000000 60.0 139 8886 372226 9906 3771052800 9025 0.0000000 0.0000000 1.5930180
-0.6000000 60.0 52 8898 371305 9914 3771052863 8950 0.0000000 0.0000000 1.5930180
-0.4000000 60.0 89 8739 371804 9739 3771052927 8828 0.0000000 0.0000000 1.5930180
-0.2000000 60.0 263 8628 372311 9846 3771052990 8891 0.0000000 0.0000000 1.5930180
0.0000000 60.0 466 8841 372590 9813 3771053053 9307 0.0000000 0.0000000 1.5930180
0.2000000 60.0 646 8939 371485 9886 3771053117 9585 0.0000000 0.0000000 1.5930180
0.4000000 60.0 837 8827 372260 9863 3771053180 9664 0.0000000 0.0000000 1.5930180
0.6000000 60.0 856 8640 371710 9817 3771053244 9496 0.0000000 0.0000000 1.5930180
0.8000000 60.0 813 8785 372258 9744 3771053307 9598 0.0000000 0.0000000 1.5930180
1.0000000 60.0 595 8922 372182 9970 3771053370 9517 0.0000000 0.0000000 1.5930180
1.2000000 60.0 373 8629 372418 9946 3771053434 9002 0.0000000 0.0000000 1.5930180
1.4000000 60.0 158 8916 372219 9917 3771053497 9074 0.0000000 0.0000000 1.5930180
