# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 770 9056 371735 10188 3771025623 9826 0.0000000 0.0000000 0.4174800
-1.2000000 60.0 599 9096 371119 10248 3771025686 9695 0.0000000 0.0000000 0.4174800
-1.0000000 60.0 363 9128 371420 10153 3771025750 9491 0.0000000 0.0000000 0.4174800
-0.8000000 60.0 154 8999 372137 10239 3771025813 9153 0.0000000 0.0000000 0.4174800
-0.6000000 60.0 52 9173 371565 10235 3771025876 9225 0.0000000 0.0000000 0.4174800
-0.4000000 60.0 95 9017 371359 10170 3771025939 9112 0.0000000 0.0000000 0.4174800
-0.2000000 60.0 259 9141 371266 10083 3771026003 9400 0.0000000 0.0000000 0.4174800
0.0000000 60.0 462 9089 372251 10163 3771026066 9551 0.0000000 0.0000000 0.4174800
0.2000000 60.0 780 9091 371560 10367 3771026129 9871 0.0000000 0.0000000 0.4174800
0.4000000 60.0 886 9054 371698 10313 3771026192 9940 0.0000000 0.0000000 0.4174800
0.6000000 60.0 936 9110 371859 10427 3771026256 10046 0.0000000 0.0000000 0.4174800
0.8000000 60.0 867 9212 372325 10152 3771026319 10079 0.0000000 0.0000000 0.4174800
1.0000000 60.0 648 9069 372326 10307 3771026382 9717 0.0000000 0.0000000 0.4174800
1.2000000 60.0 354 9018 372240 10221 3771026446 9372 0.0000000 0.0000000 0.4174800
1.4000000 60.0 179 9126 372067 10341 3771026509 9305 0.0000000 0.0000000 0.4174800
