* begin:	23.06.2021 19:37:50
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1+2_weak_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1800000	60.0	6784	8837	401193	22850	3707318275	15621	0.0000000	0.0000000
* Date: 23.06.2021	Time: 20:37
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.004000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.00	9	59
1	1.00	3600.00	23	101
2	2.00	3600.00	14	103
3	3.00	3600.00	26	71
4	4.00	3600.00	27	83
5	5.00	3600.00	15	82
6	6.00	3600.00	18	73
7	7.00	3600.00	28	64
8	8.00	3600.00	27	53
9	9.00	3600.00	24	59
10	10.00	3600.00	25	58
11	11.00	3600.00	17	65
12	12.00	3600.00	26	76
13	13.00	3600.00	16	64
14	14.00	3600.00	26	82
15	15.00	3600.00	22	94
16	16.00	3600.00	28	79
17	17.00	3600.00	19	63
18	18.00	3600.00	22	93
19	19.00	3600.00	19	79
20	20.00	3600.00	35	71
21	21.00	3600.00	20	76
22	22.00	3600.00	14	65
23	23.00	3600.00	15	58
24	24.00	3600.00	16	64
25	25.00	3600.00	18	54
26	26.00	3600.00	34	66
27	27.00	3600.00	28	62
28	28.00	3600.00	31	66
29	29.00	3600.00	26	69
30	30.00	3600.00	22	73
31	31.00	3600.00	24	74
32	32.00	3600.00	26	96
33	33.00	3600.00	20	95
34	34.00	3600.00	28	86
35	35.00	3600.00	13	82
36	36.00	3600.00	27	98
37	37.00	3600.00	13	72
38	38.00	3600.00	23	72
39	39.00	3600.00	24	65
40	40.00	3600.00	24	74
41	41.00	3600.00	20	80
42	42.00	3600.00	22	58
43	43.00	3600.00	18	71
44	44.00	3600.00	15	70
45	45.00	3600.00	20	66
46	46.00	3600.00	34	63
47	47.00	3600.00	29	59
48	48.00	3600.00	26	79
49	49.00	3600.00	28	82
50	50.00	3600.00	28	78
51	51.00	3600.00	25	86
52	52.00	3600.00	30	74
53	53.00	3600.00	22	74
54	54.00	3600.00	22	76
55	55.00	3600.00	17	52
56	56.00	3600.00	23	66
57	57.00	3600.00	12	66
58	58.00	3600.00	23	80
59	59.00	3600.00	31	78
60	60.00	3600.00	31	80
61	61.00	3600.00	29	85
62	62.00	3600.00	20	79
63	63.00	3600.00	21	68
64	64.00	3600.00	25	90
65	65.00	3600.00	22	63
66	66.00	3600.00	22	67
67	67.00	3600.00	17	68
68	68.00	3600.00	23	75
69	69.00	3600.00	18	69
70	70.00	3600.00	19	67
71	71.00	3600.00	21	77
72	72.00	3600.00	21	68
73	73.00	3600.00	25	86
74	74.00	3600.00	30	94
75	75.00	3600.00	23	82
76	76.00	3600.00	19	87
77	77.00	3600.00	23	67
78	78.00	3600.00	21	100
79	79.00	3600.00	33	85
80	80.00	3600.00	21	96
81	81.00	3600.00	28	59
82	82.00	3600.00	18	58
83	83.00	3600.00	19	56
84	84.00	3600.00	17	69
85	85.00	3600.00	21	73
86	86.00	3600.00	25	85
87	87.00	3600.00	19	62
88	88.00	3600.00	21	67
89	89.00	3600.00	20	77
90	90.00	3600.00	16	87
91	91.00	3600.00	19	87
92	92.00	3600.00	17	90
93	93.00	3600.00	22	101
94	94.00	3600.00	23	100
95	95.00	3600.00	19	84
96	96.00	3600.00	20	86
97	97.00	3600.00	18	72
98	98.00	3600.00	37	68
99	99.00	3600.00	25	64
100	100.00	3600.00	19	54
101	101.00	3600.00	19	47
102	102.00	3600.00	21	42
103	103.00	3600.00	25	64
104	104.00	3600.00	21	68
105	105.00	3600.00	20	69
106	106.00	3600.00	18	82
