I_Scan_mA,Detector_cnts
0.0,10716.0
200000.0,10612.0
400000.0,9615.0
600000.0,8269.0
800000.0,6909.0
1000000.0,5122.0
1200000.0,4013.0
1400000.0,3228.0
1600000.0,3510.0
1800000.0,4096.0
2000000.0,5422.0
2200000.0,6765.0
2400000.0,8320.0
2600000.0,9892.0
2800000.0,10623.0
3000000.0,10700.0
3200000.0,10346.0
