I_Scan_mA,Detector_cnts
0.0,10353.0
200000.0,10370.0
400000.0,10475.0
600000.0,10801.0
800000.0,10677.0
1000000.0,10812.0
1200000.0,11028.0
1400000.0,10981.0
1600000.0,11125.0
1800000.0,10860.0
2000000.0,11003.0
2200000.0,10895.0
2400000.0,10349.0
2600000.0,10592.0
2800000.0,10193.0
3000000.0,10443.0
3200000.0,10326.0
