I_Scan_mA,Detector_cnts
0.0,1938.0
200000.0,2170.0
400000.0,3305.0
600000.0,5167.0
800000.0,7207.0
1000000.0,9489.0
1200000.0,11303.0
1400000.0,12086.0
1600000.0,11816.0
1800000.0,10780.0
2000000.0,8625.0
2200000.0,6109.0
2400000.0,4158.0
2600000.0,2638.0
2800000.0,1802.0
3000000.0,1857.0
3200000.0,2703.0
