I_Scan_mA,Detector_cnts
0.0,3516.0
200000.0,3766.0
400000.0,3612.0
600000.0,3762.0
800000.0,3451.0
1000000.0,3208.0
1200000.0,3103.0
1400000.0,2936.0
1600000.0,2751.0
1800000.0,2812.0
2000000.0,2881.0
2200000.0,2931.0
2400000.0,3140.0
2600000.0,3137.0
2800000.0,3520.0
3000000.0,3576.0
3200000.0,3610.0
