I_Scan_mA,Detector_cnts
0.0,7062.0
200000.0,4996.0
400000.0,3231.0
600000.0,2244.0
800000.0,1873.0
1000000.0,2553.0
1200000.0,4109.0
1400000.0,6207.0
1600000.0,8776.0
1800000.0,10563.0
2000000.0,12139.0
2200000.0,11925.0
2400000.0,11188.0
2600000.0,9775.0
2800000.0,7928.0
3000000.0,5838.0
3200000.0,3976.0
