I_Scan_mA,Detector_cnts
0.0,12083.0
200000.0,11625.0
400000.0,10494.0
600000.0,8546.0
800000.0,6586.0
1000000.0,4628.0
1200000.0,2564.0
1400000.0,1864.0
1600000.0,2004.0
1800000.0,3310.0
2000000.0,5276.0
2200000.0,7602.0
2400000.0,9680.0
2600000.0,11303.0
2800000.0,11980.0
3000000.0,12185.0
3200000.0,11259.0
