I_Scan_mA,Detector_cnts
0.0,6824.0
200000.0,8570.0
400000.0,9921.0
600000.0,10462.0
800000.0,10774.0
1000000.0,10391.0
1200000.0,9335.0
1400000.0,7891.0
1600000.0,6404.0
1800000.0,5127.0
2000000.0,3918.0
2200000.0,3617.0
2400000.0,3861.0
2600000.0,4859.0
2800000.0,6196.0
3000000.0,7626.0
3200000.0,9177.0
