I_Scan_mA,Detector_cnts
0.0,7021.0
200000.0,8894.0
400000.0,10459.0
600000.0,11666.0
800000.0,12051.0
1000000.0,11084.0
1200000.0,10026.0
1400000.0,7523.0
1600000.0,5313.0
1800000.0,3160.0
2000000.0,1926.0
2200000.0,1764.0
2400000.0,2698.0
2600000.0,4299.0
2800000.0,6105.0
3000000.0,8034.0
3200000.0,9830.0
