# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 388 8486 372875 10013 3771082001 8874 0.0000000 0.0000000 -0.4943850
-0.0858680 60.0 113 8528 372899 10119 3771082128 8641 0.0000000 0.0000000 -0.4943850
-0.0717360 60.0 48 8330 370913 10079 3771082255 8378 0.0000000 0.0000000 -0.4943850
-0.0646700 60.0 88 8703 375146 9980 3771082382 8791 0.0000000 0.0000000 -0.4943850
-0.0505380 60.0 267 8614 379847 10258 3771082509 8881 0.0000000 0.0000000 -0.4943850
-0.0364060 60.0 570 8619 378235 10338 3771082636 9189 0.0000000 0.0000000 -0.4943850
-0.0222740 60.0 824 8482 371558 10329 3771082763 9306 0.0000000 0.0000000 -0.4943850
-0.0081420 60.0 926 8593 372899 10084 3771082890 9519 0.0000000 0.0000000 -0.4943850
0.0059900 60.0 870 8433 372512 10249 3771083017 9303 0.0000000 0.0000000 -0.4943850
0.0201220 60.0 583 8431 372926 10252 3771083144 9014 0.0000000 0.0000000 -0.4943850
0.0342540 60.0 264 8442 358327 10142 3771083271 8706 0.0000000 0.0000000 -0.4943850
0.0483860 60.0 68 8508 373194 10071 3771083398 8576 0.0000000 0.0000000 -0.4943850
0.0625180 60.0 61 8472 374260 10081 3771083525 8533 0.0000000 0.0000000 -0.4943850
0.0766500 60.0 235 8590 372926 10056 3771083652 8825 0.0000000 0.0000000 -0.4943850
0.0907820 60.0 519 8530 371423 9968 3771083779 9049 0.0000000 0.0000000 -0.4943850
0.1049140 60.0 802 8483 376202 10087 3771083906 9285 0.0000000 0.0000000 -0.4943850
