# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 586 7088 372788 10249 3771073021 7674 0.0000000 0.0000000 -0.8789060
-0.0858680 60.0 186 7224 373399 10195 3771073148 7410 0.0000000 0.0000000 -0.8789060
-0.0717360 60.0 75 7190 366598 10245 3771073275 7265 0.0000000 0.0000000 -0.8789060
-0.0646700 60.0 127 6965 375528 10167 3771073402 7092 0.0000000 0.0000000 -0.8789060
-0.0505380 60.0 402 7204 379206 10168 3771073529 7606 0.0000000 0.0000000 -0.8789060
-0.0364060 60.0 852 6969 378847 10162 3771073656 7821 0.0000000 0.0000000 -0.8789060
-0.0222740 60.0 1124 7212 371457 9815 3771073783 8336 0.0000000 0.0000000 -0.8789060
-0.0081420 60.0 1224 6891 375121 10125 3771073910 8115 0.0000000 0.0000000 -0.8789060
0.0059900 60.0 1203 6971 372619 10111 3771074037 8174 0.0000000 0.0000000 -0.8789060
0.0201220 60.0 743 7149 374724 10052 3771074164 7892 0.0000000 0.0000000 -0.8789060
0.0342540 60.0 384 7136 358899 10014 3771074291 7520 0.0000000 0.0000000 -0.8789060
0.0483860 60.0 134 7218 374164 10047 3771074418 7352 0.0000000 0.0000000 -0.8789060
0.0625180 60.0 93 7147 374861 10094 3771074545 7240 0.0000000 0.0000000 -0.8789060
0.0766500 60.0 316 6971 371676 10219 3771074672 7287 0.0000000 0.0000000 -0.8789060
0.0907820 60.0 816 7102 371354 10120 3771074799 7918 0.0000000 0.0000000 -0.8789060
0.1049140 60.0 1128 7107 375596 10158 3771074926 8235 0.0000000 0.0000000 -0.8789060
