# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.505127 20.0 1290 1418 48751 5284 3843909932 2708 0.000000 0.000000
-1.395264 20.0 879 929 48834 6922 3843909955 1808 0.000000 0.000000
-1.296387 20.0 507 597 48723 8226 3843909978 1104 0.000000 0.000000
-1.208496 20.0 411 496 48809 8308 3843910001 907 0.000000 0.000000
-1.098633 20.0 663 695 48764 7768 3843910025 1358 0.000000 0.000000
-0.999756 20.0 1027 1016 48504 6585 3843910048 2043 0.000000 0.000000
-0.911865 20.0 1370 1377 48953 5166 3843910071 2747 0.000000 0.000000
-0.802002 20.0 1797 1766 48825 3867 3843910094 3563 0.000000 0.000000
-0.714111 20.0 1932 1901 49344 3334 3843910117 3833 0.000000 0.000000
-0.593262 20.0 1798 1755 48990 3837 3843910141 3553 0.000000 0.000000
-0.505371 20.0 1411 1460 48814 5043 3843910164 2871 0.000000 0.000000
-0.406494 20.0 940 1029 48954 6354 3843910187 1969 0.000000 0.000000
-0.307617 20.0 599 628 48855 7834 3843910210 1227 0.000000 0.000000
-0.208740 20.0 459 487 49174 8367 3843910233 946 0.000000 0.000000
-0.098877 20.0 540 571 48893 7959 3843910257 1111 0.000000 0.000000
-0.010986 20.0 906 877 48960 7018 3843910280 1783 0.000000 0.000000
0.098877 20.0 1266 1288 49129 5493 3843910303 2554 0.000000 0.000000
0.197754 20.0 1682 1693 49134 4197 3843910326 3375 0.000000 0.000000
0.296631 20.0 1890 1816 48828 3436 3843910349 3706 0.000000 0.000000
0.384522 20.0 1769 1772 48706 3542 3843910373 3541 0.000000 0.000000
0.494385 20.0 1442 1569 48870 4604 3843910396 3011 0.000000 0.000000
