# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 403 8014 655945 7955 3764197952 8417 0.0000000 0.0000000 109.2749020
5.0000000 60.0 526 8012 691257 7945 3764198020 8538 0.0000000 0.0000000 109.2749020
10.0000000 60.0 643 7793 632602 7991 3764198088 8436 0.0000000 0.0000000 109.2749020
15.0000000 60.0 594 7921 642714 7991 3764198155 8515 0.0000000 0.0000000 109.2749020
20.0000000 60.0 445 7911 710627 7910 3764198223 8356 0.0000000 0.0000000 109.2749020
25.0000000 60.0 226 7994 638697 7899 3764198290 8220 0.0000000 0.0000000 109.2749020
30.0000000 60.0 84 8027 644127 7907 3764198358 8111 0.0000000 0.0000000 109.2749020
35.0000000 60.0 46 7970 668346 7908 3764198425 8016 0.0000000 0.0000000 109.2749020
40.0000000 60.0 90 7867 698643 7627 3764198493 7957 0.0000000 0.0000000 109.2749020
45.0000000 60.0 244 7913 706200 7873 3764198560 8157 0.0000000 0.0000000 109.2749020
50.0000000 60.0 429 8013 665644 7964 3764198628 8442 0.0000000 0.0000000 109.2749020
55.0000000 60.0 567 7872 675264 8161 3764198696 8439 0.0000000 0.0000000 109.2749020
60.0000000 60.0 651 7866 693987 8046 3764198763 8517 0.0000000 0.0000000 109.2749020
65.0000000 60.0 490 8119 679650 8094 3764198831 8609 0.0000000 0.0000000 109.2749020
70.0000000 60.0 362 7954 650218 7925 3764198898 8316 0.0000000 0.0000000 109.2749020
75.0000000 60.0 162 8152 642394 7990 3764198966 8314 0.0000000 0.0000000 109.2749020
80.0000000 60.0 56 8088 647140 7907 3764199033 8144 0.0000000 0.0000000 109.2749020
85.0000000 60.0 47 7962 652159 7846 3764199101 8009 0.0000000 0.0000000 109.2749020
90.0000000 60.0 183 7916 691150 7914 3764199168 8099 0.0000000 0.0000000 109.2749020
95.0000000 60.0 346 7881 606335 7854 3764199236 8227 0.0000000 0.0000000 109.2749020
