# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 590 7357 624764 8072 3764169718 7947 0.0000000 0.0000000 108.3750000
5.0000000 60.0 770 7441 625343 7916 3764169785 8211 0.0000000 0.0000000 108.3750000
10.0000000 60.0 999 7247 625154 8074 3764169853 8246 0.0000000 0.0000000 108.3750000
15.0000000 60.0 913 7419 626879 7991 3764169920 8332 0.0000000 0.0000000 108.3750000
20.0000000 60.0 671 7437 628170 7994 3764169988 8108 0.0000000 0.0000000 108.3750000
25.0000000 60.0 380 7373 627184 7844 3764170055 7753 0.0000000 0.0000000 108.3750000
30.0000000 60.0 136 7595 621724 7950 3764170123 7731 0.0000000 0.0000000 108.3750000
35.0000000 60.0 70 7358 627468 8078 3764170191 7428 0.0000000 0.0000000 108.3750000
40.0000000 60.0 158 7548 628096 8065 3764170258 7706 0.0000000 0.0000000 108.3750000
45.0000000 60.0 360 7427 620322 7989 3764170326 7787 0.0000000 0.0000000 108.3750000
50.0000000 60.0 673 7336 630386 7982 3764170393 8009 0.0000000 0.0000000 108.3750000
55.0000000 60.0 924 7439 620715 7875 3764170461 8363 0.0000000 0.0000000 108.3750000
60.0000000 60.0 942 7369 627611 7941 3764170528 8311 0.0000000 0.0000000 108.3750000
65.0000000 60.0 873 7377 625390 7970 3764170596 8250 0.0000000 0.0000000 108.3750000
70.0000000 60.0 583 7546 630533 8043 3764170663 8129 0.0000000 0.0000000 108.3750000
75.0000000 60.0 293 7287 627141 7877 3764170731 7580 0.0000000 0.0000000 108.3750000
80.0000000 60.0 95 7297 627141 7949 3764170798 7392 0.0000000 0.0000000 108.3750000
85.0000000 60.0 99 7282 628353 8002 3764170866 7381 0.0000000 0.0000000 108.3750000
90.0000000 60.0 272 7422 624746 8148 3764170933 7694 0.0000000 0.0000000 108.3750000
95.0000000 60.0 507 7208 623904 8024 3764171001 7715 0.0000000 0.0000000 108.3750000
