#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.999512 10.8 447 1640 72754 752 3777212624 2087 0.000000 0.000000
-1.801758 10.8 255 1640 72754 332 3777212652 1895 0.000000 0.000000
-1.614990 10.8 192 1640 72754 367 3777212680 1832 0.000000 0.000000
-1.395264 10.8 235 1640 72754 795 3777212707 1875 0.000000 0.000000
-1.197510 10.8 411 1640 72754 1415 3777212735 2051 0.000000 0.000000
-1.010742 10.8 614 1640 72754 1918 3777212763 2254 0.000000 0.000000
-0.802002 10.8 781 1640 72754 2275 3777212790 2421 0.000000 0.000000
-0.604248 10.8 798 1640 72754 2296 3777212818 2438 0.000000 0.000000
-0.395508 10.8 767 1640 72754 1814 3777212846 2407 0.000000 0.000000
-0.197754 10.8 568 1640 72754 1205 3777212873 2208 0.000000 0.000000
-0.010986 10.8 422 1640 72754 673 3777212901 2062 0.000000 0.000000
0.197754 10.8 255 1640 72754 317 3777212928 1895 0.000000 0.000000
0.384522 10.8 199 1640 72754 310 3777212956 1839 0.000000 0.000000
0.593262 10.8 256 1640 72754 673 3777212984 1896 0.000000 0.000000
0.791016 10.8 421 1640 72754 1463 3777213012 2061 0.000000 0.000000
0.988769 10.8 655 1640 72754 1979 3777213039 2295 0.000000 0.000000
1.197510 10.8 826 1640 72754 2367 3777213067 2466 0.000000 0.000000
1.384277 10.8 867 1640 72754 2290 3777213094 2507 0.000000 0.000000
1.593018 10.8 772 1640 72754 1868 3777213122 2412 0.000000 0.000000
1.790771 10.8 660 1640 72754 1396 3777213150 2300 0.000000 0.000000
1.999512 10.8 418 1640 72754 758 3777213177 2058 0.000000 0.000000
