# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 492 13312 636877 7751 3764384616 13804 0.0000000 0.0000000 109.7250980
5.0000000 60.0 541 13547 661935 7663 3764384684 14088 0.0000000 0.0000000 109.7250980
10.0000000 60.0 592 13588 687322 7804 3764384752 14180 0.0000000 0.0000000 109.7250980
15.0000000 60.0 602 13329 622100 7702 3764384819 13931 0.0000000 0.0000000 109.7250980
20.0000000 60.0 578 13309 623848 7569 3764384887 13887 0.0000000 0.0000000 109.7250980
25.0000000 60.0 391 13421 622749 7590 3764384954 13812 0.0000000 0.0000000 109.7250980
30.0000000 60.0 276 13290 623345 7788 3764385022 13566 0.0000000 0.0000000 109.7250980
35.0000000 60.0 193 13590 637881 7660 3764385090 13783 0.0000000 0.0000000 109.7250980
40.0000000 60.0 245 13474 632115 7593 3764385157 13719 0.0000000 0.0000000 109.7250980
45.0000000 60.0 357 13541 629015 7692 3764385225 13898 0.0000000 0.0000000 109.7250980
50.0000000 60.0 481 13466 621357 7786 3764385292 13947 0.0000000 0.0000000 109.7250980
55.0000000 60.0 627 13342 662242 7672 3764385360 13969 0.0000000 0.0000000 109.7250980
60.0000000 60.0 752 13343 713106 7697 3764385427 14095 0.0000000 0.0000000 109.7250980
65.0000000 60.0 593 13599 714237 7770 3764385495 14192 0.0000000 0.0000000 109.7250980
70.0000000 60.0 454 13359 676843 7776 3764385563 13813 0.0000000 0.0000000 109.7250980
75.0000000 60.0 336 13491 681902 7719 3764385630 13827 0.0000000 0.0000000 109.7250980
80.0000000 60.0 212 13147 682152 7638 3764385698 13359 0.0000000 0.0000000 109.7250980
85.0000000 60.0 208 13329 702488 7809 3764385766 13537 0.0000000 0.0000000 109.7250980
90.0000000 60.0 315 13396 705469 7636 3764385833 13711 0.0000000 0.0000000 109.7250980
95.0000000 60.0 451 13551 717202 7737 3764385901 14002 0.0000000 0.0000000 109.7250980
