# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1803 8077 696899 7843 3764394034 9880 0.0000000 0.0000000 110.0253910
5.0000000 60.0 2544 8138 671702 7792 3764394102 10682 0.0000000 0.0000000 110.0253910
10.0000000 60.0 2889 8064 650086 7666 3764394169 10953 0.0000000 0.0000000 110.0253910
15.0000000 60.0 2676 8153 637498 7678 3764394237 10829 0.0000000 0.0000000 110.0253910
20.0000000 60.0 2163 7990 729324 7794 3764394305 10153 0.0000000 0.0000000 110.0253910
25.0000000 60.0 1197 7942 689174 7639 3764394373 9139 0.0000000 0.0000000 110.0253910
30.0000000 60.0 498 8188 647458 7846 3764394440 8686 0.0000000 0.0000000 110.0253910
35.0000000 60.0 215 8199 615566 7973 3764394508 8414 0.0000000 0.0000000 110.0253910
40.0000000 60.0 464 8245 628855 7673 3764394575 8709 0.0000000 0.0000000 110.0253910
45.0000000 60.0 1205 8019 685988 7724 3764394643 9224 0.0000000 0.0000000 110.0253910
50.0000000 60.0 1962 8002 697601 7538 3764394711 9964 0.0000000 0.0000000 110.0253910
55.0000000 60.0 2747 8113 714054 7729 3764394778 10860 0.0000000 0.0000000 110.0253910
60.0000000 60.0 2886 8115 751487 7666 3764394846 11001 0.0000000 0.0000000 110.0253910
65.0000000 60.0 2616 8033 612072 7786 3764394913 10649 0.0000000 0.0000000 110.0253910
70.0000000 60.0 1743 8202 625202 7825 3764394981 9945 0.0000000 0.0000000 110.0253910
75.0000000 60.0 871 8280 627031 7794 3764395048 9151 0.0000000 0.0000000 110.0253910
80.0000000 60.0 352 7941 647956 7807 3764395116 8293 0.0000000 0.0000000 110.0253910
85.0000000 60.0 295 8275 710829 7708 3764395184 8570 0.0000000 0.0000000 110.0253910
90.0000000 60.0 742 8419 635193 7791 3764395251 9161 0.0000000 0.0000000 110.0253910
95.0000000 60.0 1667 7906 637519 7880 3764395319 9573 0.0000000 0.0000000 110.0253910
