# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 712 12070 673377 7548 3764356375 12782 0.0000000 0.0000000 108.8251950
5.0000000 60.0 1015 12007 645862 7502 3764356443 13022 0.0000000 0.0000000 108.8251950
10.0000000 60.0 1257 11616 637929 7460 3764356510 12873 0.0000000 0.0000000 108.8251950
15.0000000 60.0 1191 11955 711954 7550 3764356578 13146 0.0000000 0.0000000 108.8251950
20.0000000 60.0 858 12010 703526 7457 3764356645 12868 0.0000000 0.0000000 108.8251950
25.0000000 60.0 573 11979 664743 7603 3764356713 12552 0.0000000 0.0000000 108.8251950
30.0000000 60.0 308 12018 673766 7319 3764356780 12326 0.0000000 0.0000000 108.8251950
35.0000000 60.0 203 11930 674380 7359 3764356848 12133 0.0000000 0.0000000 108.8251950
40.0000000 60.0 290 12120 613680 7683 3764356916 12410 0.0000000 0.0000000 108.8251950
45.0000000 60.0 471 12016 635232 7582 3764356983 12487 0.0000000 0.0000000 108.8251950
50.0000000 60.0 768 12134 624267 7383 3764357051 12902 0.0000000 0.0000000 108.8251950
55.0000000 60.0 1072 11737 634557 7527 3764357118 12809 0.0000000 0.0000000 108.8251950
60.0000000 60.0 1166 11984 676979 7440 3764357186 13150 0.0000000 0.0000000 108.8251950
65.0000000 60.0 1019 11796 632197 7696 3764357253 12815 0.0000000 0.0000000 108.8251950
70.0000000 60.0 742 11772 675204 7478 3764357321 12514 0.0000000 0.0000000 108.8251950
75.0000000 60.0 521 11275 704000 7661 3764357388 11796 0.0000000 0.0000000 108.8251950
80.0000000 60.0 267 11747 718399 7488 3764357456 12014 0.0000000 0.0000000 108.8251950
85.0000000 60.0 231 11564 712951 7564 3764357524 11795 0.0000000 0.0000000 108.8251950
90.0000000 60.0 411 11783 719539 7532 3764357591 12194 0.0000000 0.0000000 108.8251950
95.0000000 60.0 705 11902 699879 7513 3764357659 12607 0.0000000 0.0000000 108.8251950
