# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1695 7857 611779 7450 3764351669 9552 0.0000000 0.0000000 108.6748050
5.0000000 60.0 2402 8194 613401 7647 3764351737 10596 0.0000000 0.0000000 108.6748050
10.0000000 60.0 2672 8341 613385 7418 3764351804 11013 0.0000000 0.0000000 108.6748050
15.0000000 60.0 2624 8002 611050 7622 3764351872 10626 0.0000000 0.0000000 108.6748050
20.0000000 60.0 2081 8003 611450 7412 3764351940 10084 0.0000000 0.0000000 108.6748050
25.0000000 60.0 1078 8231 611784 7410 3764352007 9309 0.0000000 0.0000000 108.6748050
30.0000000 60.0 425 8080 613926 7473 3764352075 8505 0.0000000 0.0000000 108.6748050
35.0000000 60.0 195 8418 608902 7398 3764352142 8613 0.0000000 0.0000000 108.6748050
40.0000000 60.0 457 8452 615012 7541 3764352210 8909 0.0000000 0.0000000 108.6748050
45.0000000 60.0 1129 8387 609801 7586 3764352277 9516 0.0000000 0.0000000 108.6748050
50.0000000 60.0 2017 8242 614456 7523 3764352345 10259 0.0000000 0.0000000 108.6748050
55.0000000 60.0 2572 8307 608929 7479 3764352412 10879 0.0000000 0.0000000 108.6748050
60.0000000 60.0 2806 8171 608390 7565 3764352480 10977 0.0000000 0.0000000 108.6748050
65.0000000 60.0 2271 8231 611608 7576 3764352547 10502 0.0000000 0.0000000 108.6748050
70.0000000 60.0 1609 8465 611293 7394 3764352615 10074 0.0000000 0.0000000 108.6748050
75.0000000 60.0 835 7922 610432 7422 3764352682 8757 0.0000000 0.0000000 108.6748050
80.0000000 60.0 319 8073 610006 7625 3764352750 8392 0.0000000 0.0000000 108.6748050
85.0000000 60.0 256 8022 606461 7528 3764352818 8278 0.0000000 0.0000000 108.6748050
90.0000000 60.0 744 8020 606482 7539 3764352885 8764 0.0000000 0.0000000 108.6748050
95.0000000 60.0 1560 8139 608801 7609 3764352953 9699 0.0000000 0.0000000 108.6748050
