# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 686 6474 371850 10328 3770487063 7160 0.0000000 0.0000000 -0.7250980
-0.0929340 60.0 622 6523 373414 10125 3770487190 7145 0.0000000 0.0000000 -0.7250980
-0.0858680 60.0 460 6419 372298 10092 3770487316 6879 0.0000000 0.0000000 -0.7250980
-0.0788020 60.0 290 6523 372739 10200 3770487443 6813 0.0000000 0.0000000 -0.7250980
-0.0717360 60.0 271 6489 371747 10194 3770487570 6760 0.0000000 0.0000000 -0.7250980
-0.0646700 60.0 258 6595 373281 10242 3770487697 6853 0.0000000 0.0000000 -0.7250980
-0.0576040 60.0 300 6332 372000 10232 3770487824 6632 0.0000000 0.0000000 -0.7250980
-0.0505380 60.0 399 6466 373037 10155 3770487951 6865 0.0000000 0.0000000 -0.7250980
-0.0434720 60.0 475 6549 372148 10223 3770488078 7024 0.0000000 0.0000000 -0.7250980
-0.0364060 60.0 611 6408 373153 10209 3770488205 7019 0.0000000 0.0000000 -0.7250980
-0.0293400 60.0 797 6415 371819 10259 3770488332 7212 0.0000000 0.0000000 -0.7250980
-0.0222740 60.0 929 6540 373381 10173 3770488459 7469 0.0000000 0.0000000 -0.7250980
-0.0152080 60.0 1056 6513 372431 10208 3770488586 7569 0.0000000 0.0000000 -0.7250980
-0.0081420 60.0 1102 6617 371857 10268 3770488713 7719 0.0000000 0.0000000 -0.7250980
-0.0010760 60.0 1075 6710 372241 10249 3770488840 7785 0.0000000 0.0000000 -0.7250980
0.0059900 60.0 1116 6468 372178 10031 3770488967 7584 0.0000000 0.0000000 -0.7250980
0.0130560 60.0 1015 6569 372263 10195 3770489094 7584 0.0000000 0.0000000 -0.7250980
0.0201220 60.0 896 6458 372663 10169 3770489221 7354 0.0000000 0.0000000 -0.7250980
0.0271880 60.0 716 6489 372270 10184 3770489347 7205 0.0000000 0.0000000 -0.7250980
0.0342540 60.0 548 6553 371800 10071 3770489474 7101 0.0000000 0.0000000 -0.7250980
0.0413200 60.0 430 6461 371980 10142 3770489601 6891 0.0000000 0.0000000 -0.7250980
0.0483860 60.0 344 6648 371845 10222 3770489728 6992 0.0000000 0.0000000 -0.7250980
0.0554520 60.0 249 6539 372171 10174 3770489855 6788 0.0000000 0.0000000 -0.7250980
0.0625180 60.0 230 6534 372372 10179 3770489982 6764 0.0000000 0.0000000 -0.7250980
0.0695840 60.0 248 6545 372179 10183 3770490109 6793 0.0000000 0.0000000 -0.7250980
0.0766500 60.0 362 6498 372701 10135 3770490236 6860 0.0000000 0.0000000 -0.7250980
0.0837160 60.0 501 6481 373903 10140 3770490363 6982 0.0000000 0.0000000 -0.7250980
0.0907820 60.0 613 6548 372017 10192 3770490490 7161 0.0000000 0.0000000 -0.7250980
0.0978480 60.0 732 6582 372663 10172 3770490617 7314 0.0000000 0.0000000 -0.7250980
0.1049140 60.0 972 6488 371787 10172 3770490744 7460 0.0000000 0.0000000 -0.7250980
0.1119800 60.0 1067 6477 372507 10138 3770490871 7544 0.0000000 0.0000000 -0.7250980
