# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 744 6687 374640 10195 3770562901 7431 0.0000000 0.0000000 0.9667970
-0.0929340 60.0 584 6822 374555 10115 3770563028 7406 0.0000000 0.0000000 0.9667970
-0.0858680 60.0 440 6883 374994 10337 3770563155 7323 0.0000000 0.0000000 0.9667970
-0.0788020 60.0 399 6757 375757 10230 3770563283 7156 0.0000000 0.0000000 0.9667970
-0.0717360 60.0 260 6783 374458 10078 3770563410 7043 0.0000000 0.0000000 0.9667970
-0.0646700 60.0 238 6731 374048 10131 3770563538 6969 0.0000000 0.0000000 0.9667970
-0.0576040 60.0 254 6759 374651 10157 3770563665 7013 0.0000000 0.0000000 0.9667970
-0.0505380 60.0 319 6863 374633 10028 3770563792 7182 0.0000000 0.0000000 0.9667970
-0.0434720 60.0 447 6852 374405 10047 3770563920 7299 0.0000000 0.0000000 0.9667970
-0.0364060 60.0 507 6852 374767 10183 3770564047 7359 0.0000000 0.0000000 0.9667970
-0.0293400 60.0 719 6807 375211 10134 3770564175 7526 0.0000000 0.0000000 0.9667970
-0.0222740 60.0 833 6773 375350 10333 3770564302 7606 0.0000000 0.0000000 0.9667970
-0.0152080 60.0 995 6891 374442 10121 3770564429 7886 0.0000000 0.0000000 0.9667970
-0.0081420 60.0 1036 6843 374730 10184 3770564557 7879 0.0000000 0.0000000 0.9667970
-0.0010760 60.0 1097 6864 374407 10298 3770564684 7961 0.0000000 0.0000000 0.9667970
0.0059900 60.0 1088 6791 374015 10341 3770564812 7879 0.0000000 0.0000000 0.9667970
0.0130560 60.0 968 6832 375241 10242 3770564939 7800 0.0000000 0.0000000 0.9667970
0.0201220 60.0 854 6819 375178 10190 3770565066 7673 0.0000000 0.0000000 0.9667970
0.0271880 60.0 787 6720 375864 10131 3770565194 7507 0.0000000 0.0000000 0.9667970
0.0342540 60.0 581 6870 373881 10190 3770565321 7451 0.0000000 0.0000000 0.9667970
0.0413200 60.0 465 6871 374895 9947 3770565449 7336 0.0000000 0.0000000 0.9667970
0.0483860 60.0 363 6659 375291 10248 3770565576 7022 0.0000000 0.0000000 0.9667970
0.0554520 60.0 257 6805 375086 10151 3770565703 7062 0.0000000 0.0000000 0.9667970
0.0625180 60.0 218 6746 374771 10197 3770565831 6964 0.0000000 0.0000000 0.9667970
0.0695840 60.0 258 6905 374995 10083 3770565958 7163 0.0000000 0.0000000 0.9667970
0.0766500 60.0 333 6864 375202 9976 3770566086 7197 0.0000000 0.0000000 0.9667970
0.0837160 60.0 451 6728 375320 10083 3770566213 7179 0.0000000 0.0000000 0.9667970
0.0907820 60.0 592 6855 375697 10423 3770566340 7447 0.0000000 0.0000000 0.9667970
0.0978480 60.0 786 6904 374364 10164 3770566468 7690 0.0000000 0.0000000 0.9667970
0.1049140 60.0 860 6841 374704 10129 3770566595 7701 0.0000000 0.0000000 0.9667970
0.1119800 60.0 979 6815 375245 9994 3770566723 7794 0.0000000 0.0000000 0.9667970
