# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 355 9529 369400 10342 3770539177 9884 0.0000000 0.0000000 0.4394530
-0.0929340 60.0 290 9458 370904 10029 3770539304 9748 0.0000000 0.0000000 0.4394530
-0.0858680 60.0 228 9546 370829 10149 3770539431 9774 0.0000000 0.0000000 0.4394530
-0.0788020 60.0 160 9494 370251 10136 3770539559 9654 0.0000000 0.0000000 0.4394530
-0.0717360 60.0 135 9479 370896 10260 3770539686 9614 0.0000000 0.0000000 0.4394530
-0.0646700 60.0 101 9529 369004 10177 3770539813 9630 0.0000000 0.0000000 0.4394530
-0.0576040 60.0 111 9470 370726 10079 3770539940 9581 0.0000000 0.0000000 0.4394530
-0.0505380 60.0 155 9507 369938 10098 3770540068 9662 0.0000000 0.0000000 0.4394530
-0.0434720 60.0 248 9570 370750 10275 3770540195 9818 0.0000000 0.0000000 0.4394530
-0.0364060 60.0 316 9483 369940 10173 3770540322 9799 0.0000000 0.0000000 0.4394530
-0.0293400 60.0 383 9376 371323 10197 3770540449 9759 0.0000000 0.0000000 0.4394530
-0.0222740 60.0 429 9531 370378 10254 3770540577 9960 0.0000000 0.0000000 0.4394530
-0.0152080 60.0 464 9544 370426 10256 3770540704 10008 0.0000000 0.0000000 0.4394530
-0.0081420 60.0 550 9386 370814 10240 3770540831 9936 0.0000000 0.0000000 0.4394530
-0.0010760 60.0 593 9540 371360 10229 3770540959 10133 0.0000000 0.0000000 0.4394530
0.0059900 60.0 583 9479 370428 10216 3770541086 10062 0.0000000 0.0000000 0.4394530
0.0130560 60.0 575 9476 371471 10270 3770541213 10051 0.0000000 0.0000000 0.4394530
0.0201220 60.0 454 9585 371104 10032 3770541340 10039 0.0000000 0.0000000 0.4394530
0.0271880 60.0 391 9598 370322 10063 3770541468 9989 0.0000000 0.0000000 0.4394530
0.0342540 60.0 330 9459 369604 10041 3770541595 9789 0.0000000 0.0000000 0.4394530
0.0413200 60.0 234 9677 370515 10239 3770541722 9911 0.0000000 0.0000000 0.4394530
0.0483860 60.0 162 9517 371135 10320 3770541849 9679 0.0000000 0.0000000 0.4394530
0.0554520 60.0 143 9341 369914 10201 3770541977 9484 0.0000000 0.0000000 0.4394530
0.0625180 60.0 120 9532 370424 10281 3770542104 9652 0.0000000 0.0000000 0.4394530
0.0695840 60.0 134 9430 370735 10209 3770542231 9564 0.0000000 0.0000000 0.4394530
0.0766500 60.0 183 9495 370413 10292 3770542358 9678 0.0000000 0.0000000 0.4394530
0.0837160 60.0 222 9573 370499 10225 3770542486 9795 0.0000000 0.0000000 0.4394530
0.0907820 60.0 272 9459 371169 10154 3770542613 9731 0.0000000 0.0000000 0.4394530
0.0978480 60.0 373 9519 370953 10238 3770542740 9892 0.0000000 0.0000000 0.4394530
0.1049140 60.0 449 9443 370433 10075 3770542867 9892 0.0000000 0.0000000 0.4394530
0.1119800 60.0 521 9606 369470 10207 3770542995 10127 0.0000000 0.0000000 0.4394530
