# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 263 5299 127116 419 3776499165 5981 0.000000 0.000000 0.800000
-2.812500 20.0 310 4888 125920 770 3776499192 5968 0.000000 0.000000 0.800000
-2.603760 20.0 428 4154 125113 1312 3776499219 5894 0.000000 0.000000 0.800000
-2.395020 20.0 586 3377 125540 1840 3776499246 5803 0.000000 0.000000 0.800000
-2.219238 20.0 689 2998 126788 2078 3776499273 5765 0.000000 0.000000 0.800000
-1.988525 20.0 707 3019 126586 2034 3776499299 5760 0.000000 0.000000 0.800000
-1.801758 20.0 640 3418 126723 1675 3776499326 5733 0.000000 0.000000 0.800000
-1.614990 20.0 516 4235 126936 1221 3776499353 5972 0.000000 0.000000 0.800000
-1.406250 20.0 386 4837 121430 749 3776499379 5972 0.000000 0.000000 0.800000
-1.197510 20.0 270 5263 124559 484 3776499406 6017 0.000000 0.000000 0.800000
-1.010742 20.0 254 5278 124144 522 3776499433 6054 0.000000 0.000000 0.800000
-0.802002 20.0 307 4706 124370 892 3776499460 5905 0.000000 0.000000 0.800000
-0.615234 20.0 437 4100 129821 1392 3776499486 5929 0.000000 0.000000 0.800000
-0.395508 20.0 650 3432 119855 1806 3776499513 5888 0.000000 0.000000 0.800000
-0.208740 20.0 733 2991 119633 2079 3776499540 5803 0.000000 0.000000 0.800000
0.000000 20.0 778 2935 119651 1996 3776499567 5709 0.000000 0.000000 0.800000
0.186768 20.0 727 3369 126361 1712 3776499593 5808 0.000000 0.000000 0.800000
0.395508 20.0 519 4042 126526 1308 3776499620 5869 0.000000 0.000000 0.800000
0.604248 20.0 377 4984 126372 702 3776499647 6063 0.000000 0.000000 0.800000
0.802002 20.0 269 5348 121942 502 3776499674 6119 0.000000 0.000000 0.800000
0.999756 20.0 245 5341 124948 489 3776499701 6075 0.000000 0.000000 0.800000
1.186523 20.0 336 4724 126160 799 3776499727 5859 0.000000 0.000000 0.800000
1.395264 20.0 448 4188 126000 1307 3776499754 5943 0.000000 0.000000 0.800000
1.604004 20.0 584 3499 126097 1737 3776499781 5820 0.000000 0.000000 0.800000
1.790771 20.0 680 3028 126518 2027 3776499808 5735 0.000000 0.000000 0.800000
1.999512 20.0 682 2957 127724 2050 3776499834 5689 0.000000 0.000000 0.800000
2.208252 20.0 672 3463 126858 1766 3776499861 5901 0.000000 0.000000 0.800000
2.395020 20.0 535 3948 124893 1330 3776499888 5813 0.000000 0.000000 0.800000
2.603760 20.0 433 4539 124581 900 3776499915 5872 0.000000 0.000000 0.800000
2.790527 20.0 327 5153 124370 512 3776499941 5992 0.000000 0.000000 0.800000
2.988281 20.0 252 5210 126589 471 3776499968 5933 0.000000 0.000000 0.800000
