# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 258 5323 131014 456 3776500879 6037 0.000000 0.000000 0.900000
-2.790527 20.0 298 4952 131396 624 3776500906 5874 0.000000 0.000000 0.900000
-2.614746 20.0 375 4336 130727 1217 3776500933 5928 0.000000 0.000000 0.900000
-2.406006 20.0 618 3503 131006 1801 3776500960 5922 0.000000 0.000000 0.900000
-2.208252 20.0 656 3011 129905 2036 3776500986 5703 0.000000 0.000000 0.900000
-1.988525 20.0 719 2873 129643 2131 3776501013 5723 0.000000 0.000000 0.900000
-1.801758 20.0 690 3367 130729 1802 3776501040 5859 0.000000 0.000000 0.900000
-1.604004 20.0 558 4026 126762 1353 3776501067 5937 0.000000 0.000000 0.900000
-1.395264 20.0 415 4629 126938 829 3776501094 5873 0.000000 0.000000 0.900000
-1.197510 20.0 290 5329 126673 462 3776501120 6081 0.000000 0.000000 0.900000
-1.010742 20.0 267 5332 126040 489 3776501147 6088 0.000000 0.000000 0.900000
-0.802002 20.0 312 4967 127702 777 3776501174 6056 0.000000 0.000000 0.900000
-0.604248 20.0 384 4400 126194 1151 3776501201 5935 0.000000 0.000000 0.900000
-0.384522 20.0 587 3513 126696 1794 3776501227 5894 0.000000 0.000000 0.900000
-0.186768 20.0 637 2985 126621 2073 3776501254 5695 0.000000 0.000000 0.900000
0.000000 20.0 730 3023 127328 2132 3776501281 5885 0.000000 0.000000 0.900000
0.186768 20.0 700 3130 126939 1947 3776501307 5777 0.000000 0.000000 0.900000
0.395508 20.0 601 3867 126052 1452 3776501334 5920 0.000000 0.000000 0.900000
0.604248 20.0 412 4728 129876 860 3776501361 6000 0.000000 0.000000 0.900000
0.802002 20.0 243 5342 131804 443 3776501388 6028 0.000000 0.000000 0.900000
0.988769 20.0 242 5396 133223 485 3776501415 6123 0.000000 0.000000 0.900000
1.186523 20.0 247 4999 133358 723 3776501441 5969 0.000000 0.000000 0.900000
1.384277 20.0 407 4326 127882 1133 3776501468 5866 0.000000 0.000000 0.900000
1.604004 20.0 538 3676 128121 1647 3776501495 5861 0.000000 0.000000 0.900000
1.790771 20.0 650 3048 127708 1986 3776501521 5684 0.000000 0.000000 0.900000
1.999512 20.0 735 2877 126617 2155 3776501548 5767 0.000000 0.000000 0.900000
2.197266 20.0 652 3274 124147 1894 3776501575 5820 0.000000 0.000000 0.900000
2.384033 20.0 582 3834 125078 1365 3776501602 5781 0.000000 0.000000 0.900000
2.603760 20.0 413 4744 124084 895 3776501628 6052 0.000000 0.000000 0.900000
2.801514 20.0 343 5147 124267 607 3776501655 6097 0.000000 0.000000 0.900000
3.010254 20.0 238 5345 124835 494 3776501682 6077 0.000000 0.000000 0.900000
