# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 441 3873 123005 1503 3776491462 5817 0.000000 0.000000 -0.400000
-2.823486 20.0 650 3008 123754 2024 3776491488 5682 0.000000 0.000000 -0.400000
-2.603760 20.0 754 2640 125865 2209 3776491515 5603 0.000000 0.000000 -0.400000
-2.406006 20.0 689 3082 126580 2102 3776491542 5873 0.000000 0.000000 -0.400000
-2.208252 20.0 648 3601 127099 1561 3776491569 5810 0.000000 0.000000 -0.400000
-1.999512 20.0 425 4392 125076 1054 3776491596 5871 0.000000 0.000000 -0.400000
-1.812744 20.0 326 5078 125002 531 3776491622 5935 0.000000 0.000000 -0.400000
-1.604004 20.0 227 5547 124917 287 3776491649 6061 0.000000 0.000000 -0.400000
-1.406250 20.0 242 5248 125189 485 3776491676 5975 0.000000 0.000000 -0.400000
-1.197510 20.0 376 4527 124823 1034 3776491702 5937 0.000000 0.000000 -0.400000
-0.988769 20.0 531 3462 125841 1768 3776491729 5761 0.000000 0.000000 -0.400000
-0.802002 20.0 755 2801 124892 2238 3776491756 5794 0.000000 0.000000 -0.400000
-0.615234 20.0 744 2686 125221 2300 3776491783 5730 0.000000 0.000000 -0.400000
-0.395508 20.0 692 2999 128832 1919 3776491809 5610 0.000000 0.000000 -0.400000
-0.208740 20.0 574 3979 127285 1472 3776491836 6025 0.000000 0.000000 -0.400000
0.000000 20.0 393 4724 128677 836 3776491863 5953 0.000000 0.000000 -0.400000
0.197754 20.0 301 5271 127003 464 3776491889 6036 0.000000 0.000000 -0.400000
0.384522 20.0 189 5699 127999 327 3776491916 6215 0.000000 0.000000 -0.400000
0.604248 20.0 224 5277 128302 478 3776491943 5979 0.000000 0.000000 -0.400000
0.802002 20.0 389 4623 127134 984 3776491970 5996 0.000000 0.000000 -0.400000
0.999756 20.0 507 3693 128388 1607 3776491996 5807 0.000000 0.000000 -0.400000
1.197510 20.0 640 3022 129287 2040 3776492023 5702 0.000000 0.000000 -0.400000
1.384277 20.0 755 2719 129334 2244 3776492050 5718 0.000000 0.000000 -0.400000
1.604004 20.0 748 2903 128759 2060 3776492076 5711 0.000000 0.000000 -0.400000
1.790771 20.0 671 3334 128104 1735 3776492103 5740 0.000000 0.000000 -0.400000
1.999512 20.0 507 4356 128533 966 3776492130 5829 0.000000 0.000000 -0.400000
2.197266 20.0 301 5281 127484 543 3776492156 6125 0.000000 0.000000 -0.400000
2.384033 20.0 199 5570 128738 314 3776492183 6083 0.000000 0.000000 -0.400000
2.603760 20.0 253 5345 130945 523 3776492210 6121 0.000000 0.000000 -0.400000
2.801514 20.0 375 4551 131260 1081 3776492237 6007 0.000000 0.000000 -0.400000
2.988281 20.0 488 3801 131107 1494 3776492263 5783 0.000000 0.000000 -0.400000
