# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-3.010254 20.0 669 2942 126039 2187 3776498309 5798 0.000000 0.000000 -0.800000
-2.801514 20.0 735 2924 125137 2050 3776498335 5709 0.000000 0.000000 -0.800000
-2.603760 20.0 565 3750 126038 1450 3776498362 5765 0.000000 0.000000 -0.800000
-2.384033 20.0 418 4547 128059 905 3776498389 5870 0.000000 0.000000 -0.800000
-2.197266 20.0 268 5232 127483 476 3776498415 5976 0.000000 0.000000 -0.800000
-1.988525 20.0 250 5375 127453 438 3776498442 6063 0.000000 0.000000 -0.800000
-1.790771 20.0 299 5045 130435 679 3776498469 6023 0.000000 0.000000 -0.800000
-1.604004 20.0 380 4435 130493 1125 3776498496 5940 0.000000 0.000000 -0.800000
-1.395264 20.0 512 3572 130773 1656 3776498523 5740 0.000000 0.000000 -0.800000
-1.197510 20.0 700 2971 128266 1983 3776498549 5654 0.000000 0.000000 -0.800000
-0.999756 20.0 753 2809 125231 2125 3776498576 5687 0.000000 0.000000 -0.800000
-0.812988 20.0 648 3331 125941 1737 3776498603 5716 0.000000 0.000000 -0.800000
-0.593262 20.0 529 3969 125479 1340 3776498630 5838 0.000000 0.000000 -0.800000
-0.406494 20.0 407 4696 125355 886 3776498656 5989 0.000000 0.000000 -0.800000
-0.197754 20.0 303 5165 129054 561 3776498683 6029 0.000000 0.000000 -0.800000
0.000000 20.0 258 5364 128979 448 3776498710 6070 0.000000 0.000000 -0.800000
0.208740 20.0 276 5110 129391 595 3776498737 5981 0.000000 0.000000 -0.800000
0.384522 20.0 392 4601 129449 1038 3776498763 6031 0.000000 0.000000 -0.800000
0.604248 20.0 516 3708 127549 1633 3776498790 5857 0.000000 0.000000 -0.800000
0.802002 20.0 636 2982 128223 2037 3776498817 5655 0.000000 0.000000 -0.800000
0.988769 20.0 733 2874 127912 2128 3776498844 5735 0.000000 0.000000 -0.800000
1.208496 20.0 679 2986 126944 1934 3776498870 5599 0.000000 0.000000 -0.800000
1.384277 20.0 578 3775 126033 1474 3776498897 5827 0.000000 0.000000 -0.800000
1.593018 20.0 410 4555 126605 893 3776498924 5858 0.000000 0.000000 -0.800000
1.812744 20.0 305 5384 126557 494 3776498950 6183 0.000000 0.000000 -0.800000
1.999512 20.0 270 5513 124853 413 3776498977 6196 0.000000 0.000000 -0.800000
2.197266 20.0 286 5143 125208 540 3776499004 5969 0.000000 0.000000 -0.800000
2.373047 20.0 363 4307 125597 1116 3776499031 5786 0.000000 0.000000 -0.800000
2.603760 20.0 519 3727 126725 1607 3776499057 5853 0.000000 0.000000 -0.800000
2.812500 20.0 662 2986 130269 2056 3776499084 5704 0.000000 0.000000 -0.800000
2.999268 20.0 743 2779 129884 2168 3776499111 5690 0.000000 0.000000 -0.800000
