# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 188 5872 129728 243 3776518052 6303 0.000000 0.000000 1.900000
-2.801514 20.0 238 5396 130397 594 3776518079 6228 0.000000 0.000000 1.900000
-2.603760 20.0 390 4477 127285 1246 3776518106 6113 0.000000 0.000000 1.900000
-2.395020 20.0 562 3619 127255 1807 3776518133 5988 0.000000 0.000000 1.900000
-2.197266 20.0 797 2805 128212 2171 3776518160 5773 0.000000 0.000000 1.900000
-2.010498 20.0 809 2731 128151 2257 3776518186 5797 0.000000 0.000000 1.900000
-1.812744 20.0 731 3318 127072 1871 3776518213 5920 0.000000 0.000000 1.900000
-1.614990 20.0 527 4086 126378 1259 3776518240 5872 0.000000 0.000000 1.900000
-1.406250 20.0 343 5141 125855 581 3776518267 6065 0.000000 0.000000 1.900000
-1.208496 20.0 217 5636 125504 300 3776518294 6153 0.000000 0.000000 1.900000
-1.010742 20.0 177 5637 127277 266 3776518321 6080 0.000000 0.000000 1.900000
-0.812988 20.0 218 5382 126987 558 3776518348 6158 0.000000 0.000000 1.900000
-0.604248 20.0 326 4616 126569 1148 3776518374 6090 0.000000 0.000000 1.900000
-0.406494 20.0 638 3200 126339 2017 3776518401 5855 0.000000 0.000000 1.900000
-0.197754 20.0 774 2653 125902 2351 3776518428 5778 0.000000 0.000000 1.900000
-0.010986 20.0 777 2623 125598 2354 3776518455 5754 0.000000 0.000000 1.900000
0.197754 20.0 736 3007 126216 2001 3776518482 5744 0.000000 0.000000 1.900000
0.395508 20.0 607 3816 126518 1463 3776518509 5886 0.000000 0.000000 1.900000
0.604248 20.0 356 5054 126905 653 3776518535 6063 0.000000 0.000000 1.900000
0.791016 20.0 211 5831 125610 249 3776518562 6291 0.000000 0.000000 1.900000
0.999756 20.0 174 5666 124918 317 3776518589 6157 0.000000 0.000000 1.900000
1.197510 20.0 276 5283 124649 714 3776518616 6273 0.000000 0.000000 1.900000
1.384277 20.0 427 4328 125541 1361 3776518643 6116 0.000000 0.000000 1.900000
1.604004 20.0 569 3652 125467 1765 3776518670 5986 0.000000 0.000000 1.900000
1.790771 20.0 749 2876 127233 2116 3776518697 5741 0.000000 0.000000 1.900000
1.988525 20.0 827 2610 127595 2334 3776518723 5771 0.000000 0.000000 1.900000
2.186279 20.0 780 3078 126436 1962 3776518751 5820 0.000000 0.000000 1.900000
2.406006 20.0 577 3886 125027 1421 3776518777 5884 0.000000 0.000000 1.900000
2.592773 20.0 470 4574 125555 911 3776518804 5955 0.000000 0.000000 1.900000
2.801514 20.0 210 5662 125217 310 3776518831 6182 0.000000 0.000000 1.900000
2.988281 20.0 154 5587 125108 314 3776518858 6055 0.000000 0.000000 1.900000
