# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 185 5732 132341 264 3776509458 6181 0.000000 0.000000 1.400000
-2.801514 20.0 183 5393 128567 422 3776509485 5998 0.000000 0.000000 1.400000
-2.592773 20.0 333 4688 125417 911 3776509512 5932 0.000000 0.000000 1.400000
-2.395020 20.0 515 3747 125395 1613 3776509538 5875 0.000000 0.000000 1.400000
-2.197266 20.0 737 2825 125479 2226 3776509565 5788 0.000000 0.000000 1.400000
-1.999512 20.0 817 2680 125327 2270 3776509592 5767 0.000000 0.000000 1.400000
-1.812744 20.0 777 2862 125825 2061 3776509619 5700 0.000000 0.000000 1.400000
-1.604004 20.0 636 3660 125790 1495 3776509646 5791 0.000000 0.000000 1.400000
-1.395264 20.0 409 4723 126741 878 3776509672 6010 0.000000 0.000000 1.400000
-1.197510 20.0 252 5432 127481 343 3776509699 6027 0.000000 0.000000 1.400000
-1.010742 20.0 148 5684 127626 316 3776509726 6148 0.000000 0.000000 1.400000
-0.802002 20.0 228 5185 127428 628 3776509753 6041 0.000000 0.000000 1.400000
-0.615234 20.0 382 4530 127625 1112 3776509780 6024 0.000000 0.000000 1.400000
-0.406494 20.0 527 3459 128261 1750 3776509806 5736 0.000000 0.000000 1.400000
-0.208740 20.0 757 2807 128112 2185 3776509833 5749 0.000000 0.000000 1.400000
0.000000 20.0 814 2642 128890 2337 3776509860 5793 0.000000 0.000000 1.400000
0.197754 20.0 736 2981 128242 2018 3776509887 5735 0.000000 0.000000 1.400000
0.384522 20.0 642 3686 130595 1512 3776509914 5840 0.000000 0.000000 1.400000
0.604248 20.0 430 4564 131075 911 3776509940 5905 0.000000 0.000000 1.400000
0.802002 20.0 253 5524 129847 395 3776509967 6172 0.000000 0.000000 1.400000
0.999756 20.0 175 5692 127059 272 3776509994 6139 0.000000 0.000000 1.400000
1.186523 20.0 206 5495 125435 457 3776510021 6158 0.000000 0.000000 1.400000
1.395264 20.0 305 4676 126648 998 3776510048 5979 0.000000 0.000000 1.400000
1.604004 20.0 600 3560 126295 1785 3776510074 5945 0.000000 0.000000 1.400000
1.790771 20.0 694 2773 131459 2154 3776510101 5621 0.000000 0.000000 1.400000
1.988525 20.0 787 2593 133364 2194 3776510128 5574 0.000000 0.000000 1.400000
2.208252 20.0 797 2840 133207 2118 3776510155 5755 0.000000 0.000000 1.400000
2.384033 20.0 691 3439 132998 1603 3776510182 5733 0.000000 0.000000 1.400000
2.603760 20.0 441 4595 126052 878 3776510209 5914 0.000000 0.000000 1.400000
2.801514 20.0 250 5330 124809 377 3776510236 5957 0.000000 0.000000 1.400000
3.010254 20.0 188 5495 125075 298 3776510262 5981 0.000000 0.000000 1.400000
