# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 207 5711 120685 308 3776519772 6226 0.000000 0.000000 2.000000
-2.812500 20.0 242 5413 117028 541 3776519799 6196 0.000000 0.000000 2.000000
-2.603760 20.0 374 4404 117000 1161 3776519826 5939 0.000000 0.000000 2.000000
-2.395020 20.0 581 3388 117090 1905 3776519853 5874 0.000000 0.000000 2.000000
-2.208252 20.0 728 2896 122845 2271 3776519880 5895 0.000000 0.000000 2.000000
-2.010498 20.0 841 2799 123634 2250 3776519906 5890 0.000000 0.000000 2.000000
-1.801758 20.0 670 3541 124577 1780 3776519933 5991 0.000000 0.000000 2.000000
-1.614990 20.0 623 4003 124357 1278 3776519960 5904 0.000000 0.000000 2.000000
-1.406250 20.0 351 5094 126628 522 3776519987 5967 0.000000 0.000000 2.000000
-1.197510 20.0 267 5611 126584 348 3776520014 6226 0.000000 0.000000 2.000000
-0.999756 20.0 197 5440 125924 358 3776520041 5995 0.000000 0.000000 2.000000
-0.802002 20.0 294 5085 124847 725 3776520067 6104 0.000000 0.000000 2.000000
-0.604248 20.0 443 4164 130060 1399 3776520094 6006 0.000000 0.000000 2.000000
-0.395508 20.0 640 3323 129767 1994 3776520121 5957 0.000000 0.000000 2.000000
-0.197754 20.0 799 2677 129797 2155 3776520148 5631 0.000000 0.000000 2.000000
0.000000 20.0 793 2751 129877 2271 3776520175 5815 0.000000 0.000000 2.000000
0.197754 20.0 764 3085 131953 1941 3776520201 5790 0.000000 0.000000 2.000000
0.395508 20.0 617 3698 132022 1519 3776520228 5834 0.000000 0.000000 2.000000
0.593262 20.0 438 4832 132061 833 3776520255 6103 0.000000 0.000000 2.000000
0.802002 20.0 282 5399 128680 405 3776520282 6086 0.000000 0.000000 2.000000
0.988769 20.0 186 5460 124789 289 3776520309 5935 0.000000 0.000000 2.000000
1.197510 20.0 244 5344 124147 671 3776520336 6259 0.000000 0.000000 2.000000
1.395264 20.0 328 4588 123828 1112 3776520362 6028 0.000000 0.000000 2.000000
1.614990 20.0 591 3328 126513 1893 3776520390 5812 0.000000 0.000000 2.000000
1.790771 20.0 751 2829 131451 2336 3776520416 5916 0.000000 0.000000 2.000000
1.999512 20.0 841 2685 131446 2255 3776520443 5781 0.000000 0.000000 2.000000
2.208252 20.0 712 3259 131825 1814 3776520470 5785 0.000000 0.000000 2.000000
2.395020 20.0 602 4146 127839 1248 3776520497 5996 0.000000 0.000000 2.000000
2.603760 20.0 373 5045 128235 722 3776520524 6140 0.000000 0.000000 2.000000
2.801514 20.0 245 5426 129552 384 3776520551 6055 0.000000 0.000000 2.000000
2.988281 20.0 188 5565 129068 364 3776520578 6117 0.000000 0.000000 2.000000
