* begin:	17/09/2023 07:22:37
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2+A1_19pt_pi8_1500s.cfg
*
* no cfg file, sc file created manually
* 0	0.1495000	5.0	33158	43	30813	97280	3777774461	33201	0.0000000	0.0000000
* Date: 17/09/2023	Time: 07:47
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1500.020000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1500.02	113	354
1	3.00	1500.02	268	703
2	6.00	1500.02	247	678
3	9.00	1500.02	256	731
4	12.00	1500.02	236	658
5	15.00	1500.02	249	666
6	18.00	1500.02	241	719
7	21.00	1500.02	265	654
8	24.00	1500.02	208	669
9	27.00	1500.02	217	672
10	30.00	1500.02	222	652
11	33.00	1500.02	231	698
12	36.00	1500.02	197	684
13	39.00	1500.02	219	672
14	42.00	1500.02	209	688
15	45.00	1500.02	197	667
16	48.00	1500.02	212	708
17	51.00	1500.02	243	688
18	54.00	1500.02	203	729
19	57.00	1500.02	212	686
20	60.00	1500.02	219	668
21	63.00	1500.02	235	648
22	66.00	1500.02	241	727
23	69.00	1500.02	236	682
24	72.00	1500.02	223	654
25	75.00	1500.02	238	661
26	78.00	1500.02	248	648
27	81.00	1500.02	220	573
28	84.00	1500.02	223	621
29	87.00	1500.02	240	607
30	90.00	1500.02	260	648
31	93.00	1500.02	215	606
32	96.00	1500.02	242	646
33	99.00	1500.02	227	615
34	102.00	1500.02	240	679
35	105.00	1500.02	210	642
36	108.00	1500.02	238	682
37	111.00	1500.02	213	698
38	114.00	1500.02	216	707
39	117.00	1500.02	219	735
40	120.00	1500.02	223	710
41	123.00	1500.02	224	665
42	126.00	1500.02	205	738
43	129.00	1500.02	221	725
44	132.00	1500.02	233	718
45	135.00	1500.02	217	690
46	138.00	1500.02	226	676
47	141.00	1500.02	206	684
48	144.00	1500.02	210	733
49	147.00	1500.02	230	695
50	150.00	1500.02	259	694
51	153.00	1500.02	243	684
52	156.00	1500.02	222	684
53	159.00	1500.02	268	688
54	162.00	1500.02	256	692
55	165.00	1500.02	236	699
56	168.00	1500.02	232	717
57	171.00	1500.02	231	718
58	174.00	1500.02	210	746
59	177.00	1500.02	241	620
60	180.00	1500.02	253	661
61	183.00	1500.02	249	718
62	186.00	1500.02	245	687
63	189.00	1500.02	227	676
64	192.00	1500.02	258	620
65	195.00	1500.02	217	618
66	198.00	1500.02	244	656
67	201.00	1500.02	247	618
68	204.00	1500.02	234	610
69	207.00	1500.02	225	636
70	210.00	1500.02	276	623
71	213.00	1500.02	219	621
72	216.00	1500.02	226	619
73	219.00	1500.02	197	627
74	222.00	1500.02	237	615
75	225.00	1500.02	246	682
76	228.00	1500.02	229	718
77	231.00	1500.02	192	688
78	234.00	1500.02	206	729
79	237.00	1500.02	219	696
80	240.00	1500.02	224	723
81	243.00	1500.02	219	680
82	246.00	1500.02	222	683
83	249.00	1500.02	203	646
84	252.00	1500.02	205	700
85	255.00	1500.02	212	677
86	258.00	1500.02	212	664
87	261.00	1500.02	230	664
88	264.00	1500.02	261	683
89	267.00	1500.02	240	646
90	270.00	1500.02	234	686
91	273.00	1500.02	240	665
92	276.00	1500.02	231	666
93	279.00	1500.02	239	603
94	282.00	1500.02	246	666
95	285.00	1500.02	240	656
96	288.00	1500.02	263	676
97	291.00	1500.02	252	626
98	294.00	1500.02	228	609
99	297.00	1500.02	221	602
100	300.00	1500.02	206	647
101	303.00	1500.02	239	680
102	306.00	1500.02	246	693
103	309.00	1500.02	230	672
104	312.00	1500.02	254	718
105	315.00	1500.02	209	688
106	318.00	1500.02	236	659
107	321.00	1500.02	235	676
108	324.00	1500.02	220	651
109	327.00	1500.02	219	652
110	330.00	1500.02	246	764
111	333.00	1500.02	233	690
112	336.00	1500.02	236	682
113	339.00	1500.02	236	632
114	342.00	1500.02	203	742
115	345.00	1500.02	219	688
116	348.00	1500.02	228	662
117	351.00	1500.02	195	674
118	354.00	1500.02	229	642
119	357.00	1500.02	216	695
120	360.00	1500.02	208	681
121	363.00	1500.02	202	711
122	366.00	1500.02	230	734
123	369.00	1500.02	227	687
124	372.00	1500.02	206	729
125	375.00	1500.02	220	691
126	378.00	1500.02	215	722
127	381.00	1500.02	212	669
128	384.00	1500.02	211	693
129	387.00	1500.02	226	692
130	390.00	1500.02	223	673
131	393.00	1500.02	217	680
132	396.00	1500.02	228	666
133	399.00	1500.02	242	641
134	402.00	1500.02	233	688
135	405.00	1500.02	217	580
136	408.00	1500.02	232	641
137	411.00	1500.02	243	628
138	414.00	1500.02	235	613
139	417.00	1500.02	241	579
140	420.00	1500.02	239	660
141	423.00	1500.02	247	642
142	426.00	1500.02	248	669
143	429.00	1500.02	249	646
144	432.00	1500.02	237	693
* end: 17/09/2023 07:47:43
