# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 590 18841 755080 20418 3771264096 19431 0.0000000 0.0000000 -0.4614260
-0.0858680 120.0 192 18814 755197 20338 3771264343 19006 0.0000000 0.0000000 -0.4614260
-0.0717360 120.0 73 18963 754533 20631 3771264590 19036 0.0000000 0.0000000 -0.4614260
-0.0646700 120.0 165 19151 755354 20635 3771264837 19316 0.0000000 0.0000000 -0.4614260
-0.0505380 120.0 572 19141 754352 20550 3771265084 19713 0.0000000 0.0000000 -0.4614260
-0.0364060 120.0 1179 18845 754945 20526 3771265331 20024 0.0000000 0.0000000 -0.4614260
-0.0222740 120.0 1498 18965 754854 20547 3771265578 20463 0.0000000 0.0000000 -0.4614260
-0.0081420 120.0 1590 18847 754413 20358 3771265825 20437 0.0000000 0.0000000 -0.4614260
0.0059900 120.0 1259 18871 753707 20733 3771266072 20130 0.0000000 0.0000000 -0.4614260
0.0201220 120.0 846 18878 753101 20394 3771266320 19724 0.0000000 0.0000000 -0.4614260
0.0342540 120.0 345 19107 753495 20622 3771266567 19452 0.0000000 0.0000000 -0.4614260
0.0483860 120.0 91 19072 753361 20451 3771266814 19163 0.0000000 0.0000000 -0.4614260
0.0625180 120.0 170 19055 754155 20514 3771267061 19225 0.0000000 0.0000000 -0.4614260
0.0766500 120.0 564 19177 755012 20369 3771267308 19741 0.0000000 0.0000000 -0.4614260
0.0907820 120.0 1078 18831 754889 20398 3771267555 19909 0.0000000 0.0000000 -0.4614260
0.1049140 120.0 1462 18917 753565 20479 3771267802 20379 0.0000000 0.0000000 -0.4614260
