# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 556 15377 760851 18681 3771376487 15933 0.0000000 0.0000000 1.2524410
-0.0858680 120.0 141 15830 759731 18457 3771376734 15971 0.0000000 0.0000000 1.2524410
-0.0717360 120.0 78 15537 760587 18592 3771376981 15615 0.0000000 0.0000000 1.2524410
-0.0646700 120.0 189 15598 760125 18809 3771377228 15787 0.0000000 0.0000000 1.2524410
-0.0505380 120.0 502 15843 760208 18840 3771377476 16345 0.0000000 0.0000000 1.2524410
-0.0364060 120.0 1007 15660 760825 18678 3771377723 16667 0.0000000 0.0000000 1.2524410
-0.0222740 120.0 1391 15488 761127 18504 3771377971 16879 0.0000000 0.0000000 1.2524410
-0.0081420 120.0 1441 15639 762061 18526 3771378218 17080 0.0000000 0.0000000 1.2524410
0.0059900 120.0 1209 15449 761381 18416 3771378465 16658 0.0000000 0.0000000 1.2524410
0.0201220 120.0 822 15708 760623 18285 3771378713 16530 0.0000000 0.0000000 1.2524410
0.0342540 120.0 351 15828 761960 18542 3771378960 16179 0.0000000 0.0000000 1.2524410
0.0483860 120.0 99 15827 763936 18865 3771379208 15926 0.0000000 0.0000000 1.2524410
0.0625180 120.0 124 16007 763646 18952 3771379455 16131 0.0000000 0.0000000 1.2524410
0.0766500 120.0 481 15544 763389 18717 3771379702 16025 0.0000000 0.0000000 1.2524410
0.0907820 120.0 898 15745 763707 18615 3771379950 16643 0.0000000 0.0000000 1.2524410
0.1049140 120.0 1319 15750 763099 18523 3771380197 17069 0.0000000 0.0000000 1.2524410
