# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 718 14588 753122 19260 3771356808 15306 0.0000000 0.0000000 0.8898930
-0.0858680 120.0 257 14540 752575 18949 3771357055 14797 0.0000000 0.0000000 0.8898930
-0.0717360 120.0 105 14476 753135 19005 3771357302 14581 0.0000000 0.0000000 0.8898930
-0.0646700 120.0 198 14333 753696 19036 3771357549 14531 0.0000000 0.0000000 0.8898930
-0.0505380 120.0 714 14526 736417 19069 3771357797 15240 0.0000000 0.0000000 0.8898930
-0.0364060 120.0 1361 14530 730452 18723 3771358044 15891 0.0000000 0.0000000 0.8898930
-0.0222740 120.0 1788 14421 728025 19091 3771358291 16209 0.0000000 0.0000000 0.8898930
-0.0081420 120.0 1902 14426 728933 18919 3771358538 16328 0.0000000 0.0000000 0.8898930
0.0059900 120.0 1697 14423 730134 19289 3771358786 16120 0.0000000 0.0000000 0.8898930
0.0201220 120.0 1077 14370 730394 19164 3771359033 15447 0.0000000 0.0000000 0.8898930
0.0342540 120.0 548 14307 736618 19116 3771359280 14855 0.0000000 0.0000000 0.8898930
0.0483860 120.0 123 14507 749764 18791 3771359527 14630 0.0000000 0.0000000 0.8898930
0.0625180 120.0 195 14457 749615 19082 3771359775 14652 0.0000000 0.0000000 0.8898930
0.0766500 120.0 631 14547 750783 18708 3771360022 15178 0.0000000 0.0000000 0.8898930
0.0907820 120.0 1285 14445 749427 18746 3771360269 15730 0.0000000 0.0000000 0.8898930
0.1049140 120.0 1721 14190 749310 18470 3771360516 15911 0.0000000 0.0000000 0.8898930
