# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 15.0 418 4037 103093 1035 3783104304 1453 0.000000 0.000000
-1.801758 15.0 562 3545 102434 1430 3783104325 1992 0.000000 0.000000
-1.614990 15.0 614 3106 102559 1715 3783104347 2329 0.000000 0.000000
-1.406250 15.0 714 2964 101745 1816 3783104368 2530 0.000000 0.000000
-1.197510 15.0 629 3213 102215 1566 3783104389 2195 0.000000 0.000000
-1.010742 15.0 523 3859 102213 1237 3783104410 1760 0.000000 0.000000
-0.802002 15.0 334 4439 102311 757 3783104431 1091 0.000000 0.000000
-0.615234 15.0 201 4985 103109 442 3783104452 643 0.000000 0.000000
-0.406494 15.0 201 5217 101864 409 3783104473 610 0.000000 0.000000
-0.186768 15.0 288 4893 102200 600 3783104495 888 0.000000 0.000000
0.000000 15.0 380 4371 102571 939 3783104516 1319 0.000000 0.000000
0.197754 15.0 564 3754 102520 1342 3783104537 1906 0.000000 0.000000
0.406494 15.0 670 3088 102049 1725 3783104558 2395 0.000000 0.000000
0.604248 15.0 688 2883 102471 1830 3783104579 2518 0.000000 0.000000
0.791016 15.0 651 3071 102565 1701 3783104600 2352 0.000000 0.000000
0.988769 15.0 525 3785 102610 1327 3783104622 1852 0.000000 0.000000
1.197510 15.0 355 4322 102146 1005 3783104643 1360 0.000000 0.000000
1.395264 15.0 230 4869 102886 567 3783104664 797 0.000000 0.000000
1.604004 15.0 220 5111 102572 455 3783104685 675 0.000000 0.000000
1.801758 15.0 206 4933 102974 494 3783104706 700 0.000000 0.000000
1.988525 15.0 307 4417 102442 824 3783104728 1131 0.000000 0.000000
