*Begin rocking: 27/03/2024 18:03:20
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9315200	2	404	617	3	2	1021
         1	0.9315500	2	498	538	4	0	1036
         2	0.9316000	2	509	484	1	1	993
         3	0.9316700	2	361	411	2	0	772
         4	0.9316900	2	329	350	2	0	679
         5	0.9317500	2	252	253	2	0	505
         6	0.9318000	2	193	226	2	1	419
         7	0.9318600	2	97	232	2	1	329
         8	0.9319000	2	73	197	1	0	270
         9	0.9319600	2	44	194	2	0	238
        10	0.9320200	2	38	162	6	0	200
        11	0.9320500	2	9	151	4	1	160
        12	0.9321000	2	3	143	0	0	146
        13	0.9321400	2	7	142	2	0	149
        14	0.9322200	2	6	156	1	0	162
        15	0.9322500	2	20	150	1	1	170
        16	0.9323100	2	38	125	0	0	163
        17	0.9323500	2	21	158	1	0	179
        18	0.9324200	2	9	160	2	0	169
        19	0.9324500	2	9	141	1	0	150
        20	0.9325000	2	23	194	2	2	217
        21	0.9325600	2	20	183	4	0	203
        22	0.9326000	2	44	222	2	0	266
        23	0.9326500	2	76	231	1	0	307
        24	0.9327100	2	111	344	1	0	455
        25	0.9327600	2	208	348	5	0	556
        26	0.9328000	2	290	390	3	0	680
        27	0.9328600	2	406	492	4	0	898
        28	0.9329000	2	433	500	0	0	933
        29	0.9329400	2	453	622	2	0	1075
        30	0.9329900	2	522	519	2	1	1041
        31	0.9330500	2	453	529	1	0	982
        32	0.9331000	2	366	429	2	0	795
        33	0.9331600	2	287	273	2	0	560
        34	0.9332000	2	254	223	2	0	477
        35	0.9332500	2	124	207	2	0	331
        36	0.9333100	2	91	179	2	0	270
        37	0.9333600	2	63	167	4	0	230
        38	0.9334100	2	39	155	2	0	194
        39	0.9334600	2	17	113	2	0	130
        40	0.9335100	2	14	101	0	1	115
        41	0.9335600	2	5	101	1	0	106
        42	0.9336100	2	6	84	2	1	90
        43	0.9336500	2	5	73	0	0	78
        44	0.9337000	2	4	64	3	1	68
        45	0.9337600	2	2	56	3	0	58
        46	0.9338000	2	4	46	2	0	50
*stopped by user: 27/03/2024 18:06:15
