# Coil_pos O-Beam err ps_pos
0.0000000 126.4444507 20.1246118 108.8251950
5.0000000 80.7046097 23.2163735 108.8251950
10.0000000 72.3473258 25.3574447 108.8251950
15.0000000 211.8010979 27.9463772 108.8251950
20.0000000 68.4651954 22.8691933 108.8251950
25.0000000 42.9578933 17.8044938 108.8251950
30.0000000 30.6956423 11.5325626 108.8251950
35.0000000 38.7126304 7.0000000 108.8251950
40.0000000 67.9854158 10.1980390 108.8251950
45.0000000 67.1450491 15.3622915 108.8251950
50.0000000 147.0840891 22.3830293 108.8251950
55.0000000 170.2737914 26.1725047 108.8251950
60.0000000 102.1645051 26.2106848 108.8251950
65.0000000 93.7269279 25.0798724 108.8251950
70.0000000 83.4807777 21.6794834 108.8251950
75.0000000 73.9576946 16.5529454 108.8251950
80.0000000 66.1013184 10.9087121 108.8251950
85.0000000 49.1086702 7.4161985 108.8251950
90.0000000 81.5552791 12.6491106 108.8251950
95.0000000 135.4218008 19.3907194 108.8251950
