# Coil_pos O-Beam err ps_pos
0.0000000 202.4444507 21.9317122 108.6748050
5.0000000 272.7046097 27.0370117 108.6748050
10.0000000 271.3473258 29.0172363 108.6748050
15.0000000 201.8010979 27.7668868 108.6748050
20.0000000 188.4651954 25.3574447 108.6748050
25.0000000 166.9578933 21.0000000 108.6748050
30.0000000 98.6956423 14.1774469 108.6748050
35.0000000 56.7126304 8.1853528 108.6748050
40.0000000 62.9854158 9.9498744 108.6748050
45.0000000 128.1450491 17.2336879 108.6748050
50.0000000 208.0840891 23.7065392 108.6748050
55.0000000 236.2737914 27.4043792 108.6748050
60.0000000 342.1645051 30.4466747 108.6748050
65.0000000 309.7269279 29.0688837 108.6748050
70.0000000 267.4807777 25.5734237 108.6748050
75.0000000 96.9576946 17.2336879 108.6748050
80.0000000 74.1013184 11.2694277 108.6748050
85.0000000 60.1086702 8.1240384 108.6748050
90.0000000 121.5552791 14.1421356 108.6748050
95.0000000 222.4218008 21.5174348 108.6748050
