# Coil_pos O-Beam err ps_pos
0.0000000 122.4444507 20.0249844 107.9936520
5.0000000 104.7046097 23.7276210 107.9936520
10.0000000 123.3473258 26.3438797 107.9936520
15.0000000 113.8010979 26.1342687 107.9936520
20.0000000 96.4651954 23.4733892 107.9936520
25.0000000 33.9578933 17.5499288 107.9936520
30.0000000 36.6956423 11.7898261 107.9936520
35.0000000 36.7126304 6.8556546 107.9936520
40.0000000 76.9854158 10.6301458 107.9936520
45.0000000 91.1450491 16.1245155 107.9936520
50.0000000 127.0840891 21.9317122 107.9936520
55.0000000 124.2737914 25.2784493 107.9936520
60.0000000 104.1645051 26.2488095 107.9936520
65.0000000 77.7269279 24.7588368 107.9936520
70.0000000 74.4807777 21.4709106 107.9936520
75.0000000 52.9576946 15.9059737 107.9936520
80.0000000 49.1013184 10.0995049 107.9936520
85.0000000 60.1086702 8.1240384 107.9936520
90.0000000 69.5552791 12.1655251 107.9936520
95.0000000 143.4218008 19.5959179 107.9936520
