# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 1061 7612 376849 9978 3771210452 8673 0.0000000 0.0000000 0.8129880
-1.2000000 60.0 700 7616 377380 10116 3771210516 8316 0.0000000 0.0000000 0.8129880
-1.0000000 60.0 388 7639 376244 10165 3771210579 8027 0.0000000 0.0000000 0.8129880
-0.8000000 60.0 176 7740 376269 10152 3771210642 7916 0.0000000 0.0000000 0.8129880
-0.6000000 60.0 56 7627 376496 9963 3771210706 7683 0.0000000 0.0000000 0.8129880
-0.4000000 60.0 127 7596 376849 10045 3771210769 7723 0.0000000 0.0000000 0.8129880
-0.2000000 60.0 369 7689 378532 10018 3771210832 8058 0.0000000 0.0000000 0.8129880
0.0000000 60.0 649 7687 378006 10070 3771210896 8336 0.0000000 0.0000000 0.8129880
0.2000000 60.0 948 7633 377715 10263 3771210959 8581 0.0000000 0.0000000 0.8129880
0.4000000 60.0 1126 7471 377553 10153 3771211022 8597 0.0000000 0.0000000 0.8129880
0.6000000 60.0 1185 7499 378233 9989 3771211086 8684 0.0000000 0.0000000 0.8129880
0.8000000 60.0 1044 7610 378399 10010 3771211149 8654 0.0000000 0.0000000 0.8129880
1.0000000 60.0 732 7576 379099 10265 3771211212 8308 0.0000000 0.0000000 0.8129880
1.2000000 60.0 423 7577 378176 10071 3771211276 8000 0.0000000 0.0000000 0.8129880
1.4000000 60.0 170 7579 378144 10009 3771211339 7749 0.0000000 0.0000000 0.8129880
