# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 846 8460 371959 10036 3771225457 9306 0.0000000 0.0000000 1.4611820
-1.2000000 60.0 651 8301 372125 10074 3771225521 8952 0.0000000 0.0000000 1.4611820
-1.0000000 60.0 392 8400 372266 10140 3771225584 8792 0.0000000 0.0000000 1.4611820
-0.8000000 60.0 182 8231 375335 9768 3771225647 8413 0.0000000 0.0000000 1.4611820
-0.6000000 60.0 72 8275 374433 9781 3771225711 8347 0.0000000 0.0000000 1.4611820
-0.4000000 60.0 77 8300 375728 9878 3771225774 8377 0.0000000 0.0000000 1.4611820
-0.2000000 60.0 228 8411 375435 10124 3771225838 8639 0.0000000 0.0000000 1.4611820
0.0000000 60.0 472 8357 376424 10258 3771225901 8829 0.0000000 0.0000000 1.4611820
0.2000000 60.0 748 8225 376003 10058 3771225965 8973 0.0000000 0.0000000 1.4611820
0.4000000 60.0 905 8387 376519 9963 3771226028 9292 0.0000000 0.0000000 1.4611820
0.6000000 60.0 941 8117 377303 10032 3771226091 9058 0.0000000 0.0000000 1.4611820
0.8000000 60.0 796 8231 378226 9984 3771226155 9027 0.0000000 0.0000000 1.4611820
1.0000000 60.0 656 8469 378432 9854 3771226218 9125 0.0000000 0.0000000 1.4611820
1.2000000 60.0 441 8342 378625 10039 3771226281 8783 0.0000000 0.0000000 1.4611820
1.4000000 60.0 210 8117 379222 9872 3771226345 8327 0.0000000 0.0000000 1.4611820
