*Begin rocking: 27/09/2023 11:00:12
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1468000	5	2	261	33006	7	263
         1	0.1469000	5	4	307	33415	18	311
         2	0.1470100	5	7	469	33166	16	476
         3	0.1471100	5	18	627	33556	35	645
         4	0.1472000	5	24	877	33324	85	901
         5	0.1473100	5	108	1431	33509	286	1539
         6	0.1474000	5	249	2057	33216	714	2306
         7	0.1475000	5	360	2704	33387	1447	3064
         8	0.1476100	5	517	2539	32797	1723	3056
         9	0.1477100	5	447	2150	32924	1481	2597
        10	0.1478100	5	337	1471	33293	982	1808
        11	0.1479000	5	153	1107	32920	484	1260
        12	0.1480100	5	63	703	33415	153	766
        13	0.1481100	5	27	553	32996	90	580
        14	0.1482000	5	9	414	34194	36	423
        15	0.1483200	5	4	318	33505	30	322
        16	0.1484100	5	4	246	33442	16	250
        17	0.1484900	5	2	210	33579	11	212
        18	0.1486000	5	4	153	33136	9	157
        19	0.1487100	5	0	119	33395	11	119
*stopped by user: 27/09/2023 11:02:26
