*Begin rocking: 30/09/2023 09:08:55
*Points: 0
*
*notes: 
*Rho-Axis: 6.450
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.8098100	2	0	3200	13633	72	3200
         1	1.8099100	2	0	5893	13682	81	5893
         2	1.8100200	2	1	8647	13612	80	8648
         3	1.8101200	2	0	11028	13603	78	11028
         4	1.8102100	2	1	12575	13466	76	12576
         5	1.8103100	2	0	12918	13883	63	12918
         6	1.8104100	2	0	11074	13964	69	11074
         7	1.8105000	2	0	8134	13808	62	8134
         8	1.8106200	2	1	4640	13587	90	4641
         9	1.8107200	2	0	2180	13789	87	2180
        10	1.8108100	2	0	803	13791	72	803
        11	1.8109200	2	0	389	13435	74	389
        12	1.8110200	2	0	309	13985	80	309
*stopped by user: 30/09/2023 09:09:44
