*Begin rocking: 30/09/2023 09:36:40
*Points: 0
*
*notes: 
*Rho-Axis: 6.350
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.7107600	2	0	237	13708	79	237
         1	1.7108000	2	0	259	13721	68	259
         2	1.7108600	2	0	317	13763	55	317
         3	1.7109200	2	1	375	13801	70	376
         4	1.7109600	2	0	427	13895	80	427
         5	1.7110000	2	0	514	13475	65	514
         6	1.7110700	2	0	712	13575	74	712
         7	1.7111200	2	0	957	13637	71	957
         8	1.7111600	2	1	1341	13756	64	1342
         9	1.7112000	2	0	2080	13626	72	2080
        10	1.7112700	2	0	4567	13840	67	4567
        11	1.7113200	2	1	6965	13874	79	6966
        12	1.7113700	2	0	10369	13632	60	10369
        13	1.7114100	2	0	12960	13568	56	12960
        14	1.7114600	2	0	15660	13917	48	15660
        15	1.7115100	2	1	18516	13719	68	18517
        16	1.7115600	2	0	20198	13920	63	20198
        17	1.7116100	2	0	18858	13629	46	18858
        18	1.7116700	2	0	16009	13518	67	16009
        19	1.7117100	2	0	13206	14008	63	13206
        20	1.7117600	2	0	10270	14109	59	10270
        21	1.7118100	2	0	7831	13789	84	7831
        22	1.7118700	2	0	4639	13494	64	4639
        23	1.7119100	2	0	2069	13566	76	2069
        24	1.7119700	2	0	1183	13653	63	1183
        25	1.7120100	2	0	866	13932	60	866
        26	1.7120800	2	0	664	13937	82	664
        27	1.7121100	2	0	579	13854	83	579
*stopped by user: 30/09/2023 09:38:24
