*Begin rocking: 22/08/2023 14:26:33
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1443100	5	0	16	28956	15	16
         1	0.1444100	5	0	17	28930	24	17
         2	0.1445200	5	0	15	28725	21	15
         3	0.1446200	5	0	26	29139	27	26
         4	0.1447100	5	0	25	28401	20	25
         5	0.1448100	5	1	25	28563	16	26
         6	0.1449200	5	0	26	29179	24	26
         7	0.1450200	5	0	28	28456	30	28
         8	0.1451100	5	1	42	29497	29	43
         9	0.1452100	5	1	48	29518	35	49
        10	0.1453100	5	0	48	29388	36	48
        11	0.1454100	5	0	59	29423	41	59
        12	0.1455200	5	1	64	29632	60	65
        13	0.1456100	5	1	71	29392	75	72
        14	0.1457100	5	1	79	29642	76	80
        15	0.1458100	5	2	84	29510	95	86
        16	0.1459100	5	0	112	29387	131	112
        17	0.1460000	5	1	153	29282	158	154
        18	0.1461100	5	0	173	29663	185	173
        19	0.1462300	5	2	228	29181	278	230
        20	0.1463300	5	5	290	29146	339	295
        21	0.1464300	5	10	351	29660	428	361
        22	0.1465100	5	24	486	29607	588	510
        23	0.1466300	5	29	614	29592	776	643
        24	0.1467200	5	39	804	29662	815	843
        25	0.1468100	5	46	916	29602	833	962
        26	0.1469200	5	26	875	29642	820	901
        27	0.1470300	5	26	712	29534	732	738
        28	0.1471200	5	11	490	29704	550	501
        29	0.1472200	5	2	451	29300	494	453
        30	0.1473200	5	5	354	29623	361	359
        31	0.1474200	5	2	324	29279	296	326
        32	0.1475100	5	0	395	29911	361	395
        33	0.1476100	5	2	327	29388	378	329
        34	0.1477100	5	4	386	26776	416	390
        35	0.1478200	5	8	465	28935	537	473
        36	0.1479200	5	17	637	29165	730	654
        37	0.1480200	5	35	811	28982	867	846
        38	0.1481000	5	34	857	28896	913	891
        39	0.1482100	5	44	946	28907	801	990
        40	0.1483200	5	25	643	28890	710	668
        41	0.1484100	5	14	511	28670	554	525
        42	0.1485200	5	9	393	28748	426	402
        43	0.1486200	5	3	263	28767	289	266
        44	0.1487200	5	0	200	28802	253	200
        45	0.1488100	5	2	154	29076	159	156
        46	0.1489100	5	48	147	28619	136	195
        47	0.1490100	5	2	99	29280	109	101
        48	0.1491200	5	1	84	28912	80	85
        49	0.1492200	5	0	72	29081	63	72
        50	0.1493100	5	0	72	29038	76	72
        51	0.1494200	5	0	51	29030	55	51
        52	0.1495200	5	0	57	28856	44	57
        53	0.1496100	5	1	34	28926	48	35
        54	0.1497100	5	1	36	29066	35	37
        55	0.1498100	5	0	37	29117	37	37
        56	0.1499200	5	0	32	28926	16	32
        57	0.1500300	5	0	28	28889	28	28
        58	0.1501100	5	0	25	29109	29	25
        59	0.1502100	5	0	29	29005	11	29
        60	0.1503200	5	0	21	29250	19	21
        61	0.1504200	5	0	31	29047	20	31
        62	0.1505100	5	0	28	28879	15	28
        63	0.1506200	5	0	18	28848	17	18
        64	0.1507100	5	2	14	29128	19	16
        65	0.1508200	5	0	13	29181	9	13
        66	0.1509200	5	0	9	28921	15	9
        67	0.1510200	5	0	16	28972	17	16
        68	0.1511200	5	0	13	29041	9	13
        69	0.1512200	5	1	14	28900	13	15
        70	0.1513200	5	0	11	29019	9	11
        71	0.1514200	5	0	6	29164	13	6
        72	0.1515300	5	0	6	29399	9	6
        73	0.1516100	5	1	10	28532	14	11
        74	0.1517000	5	1	8	29113	8	9
        75	0.1518400	5	1	11	29152	7	12
        76	0.1519200	5	1	9	28968	9	10
        77	0.1520300	5	0	9	29130	8	9
        78	0.1521200	5	1	10	29193	9	11
        79	0.1522300	5	0	12	29086	10	12
        80	0.1523100	5	0	5	29410	9	5
        81	0.1524300	5	0	9	29289	11	9
        82	0.1525200	5	0	12	28934	5	12
        83	0.1526200	5	0	10	29167	2	10
        84	0.1527200	5	0	7	29179	9	7
        85	0.1528300	5	0	13	28922	9	13
        86	0.1529100	5	1	1	29120	6	2
        87	0.1530200	5	0	10	29213	5	10
        88	0.1531300	5	0	9	29007	6	9
        89	0.1532200	5	0	7	29263	5	7
        90	0.1533300	5	0	3	28956	3	3
        91	0.1534100	5	1	4	28938	8	5
        92	0.1535200	5	0	9	29191	3	9
        93	0.1536200	5	2	3	29413	8	5
        94	0.1537100	5	0	6	29189	3	6
        95	0.1538100	5	1	7	29417	7	8
        96	0.1539300	5	0	6	29020	5	6
        97	0.1540200	5	1	6	29149	2	7
        98	0.1541200	5	0	5	29020	1	5
*end: 22/08/2023 14:37:55
