*Begin rocking: 23/08/2023 14:59:20
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1465100	5	1	5	29512	4	6
         1	0.1466000	5	2	9	29450	10	11
         2	0.1467000	5	1	5	29676	5	6
         3	0.1468000	5	3	12	29727	9	15
         4	0.1469100	5	2	13	29423	9	15
         5	0.1469900	5	1	12	29561	10	13
         6	0.1471000	5	1	16	29775	23	17
         7	0.1472100	5	4	22	29111	26	26
         8	0.1473100	5	9	26	29830	25	35
         9	0.1474100	5	7	34	29241	36	41
        10	0.1475000	5	26	40	29345	41	66
        11	0.1476100	5	42	54	29448	63	96
        12	0.1477000	5	64	66	29304	84	130
        13	0.1478100	5	71	71	29201	79	142
        14	0.1479100	5	74	72	29348	76	146
        15	0.1480100	5	51	53	29457	76	104
        16	0.1481100	5	47	54	29259	66	101
        17	0.1482000	5	24	53	29529	42	77
        18	0.1483100	5	14	40	29595	40	54
        19	0.1484100	5	12	22	29273	34	34
        20	0.1485200	5	7	22	29177	31	29
        21	0.1486100	5	10	28	29115	36	38
*stopped by user: 23/08/2023 15:01:48
