*Begin rocking: 30/09/2023 09:46:02
*Points: 0
*
*notes: 
*Rho-Axis: 6.330
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.7110100	2	0	357	13553	63	357
         1	1.7110500	2	0	450	14002	67	450
         2	1.7111000	2	0	526	13724	68	526
         3	1.7111500	2	0	706	13564	72	706
         4	1.7112000	2	0	891	13772	69	891
         5	1.7112500	2	0	1278	13743	66	1278
         6	1.7113000	2	0	2141	13802	74	2141
         7	1.7113500	2	0	4544	13885	62	4544
         8	1.7114100	2	0	7552	13754	63	7552
         9	1.7114600	2	0	11061	13785	68	11061
        10	1.7115000	2	0	13777	14138	57	13777
        11	1.7115500	2	1	16021	13602	68	16022
        12	1.7116100	2	0	19901	13810	66	19901
        13	1.7116700	2	0	20840	13615	84	20840
        14	1.7117100	2	0	18093	13945	56	18093
        15	1.7117500	2	0	15565	13676	70	15565
        16	1.7118000	2	0	13165	13744	69	13165
        17	1.7118500	2	0	10048	13682	72	10048
        18	1.7119000	2	0	6738	13564	73	6738
        19	1.7119700	2	0	3396	13825	73	3396
        20	1.7120000	2	0	1613	13890	58	1613
        21	1.7120600	2	0	1076	13879	84	1076
        22	1.7121000	2	0	815	13579	71	815
        23	1.7121500	2	2	622	13578	66	624
        24	1.7122100	2	0	496	13754	73	496
        25	1.7122600	2	0	439	13789	63	439
        26	1.7123000	2	0	369	13751	62	369
        27	1.7123600	2	1	299	13681	73	300
        28	1.7124100	2	0	279	13932	77	279
*stopped by user: 30/09/2023 09:47:50
