*Begin rocking: 29/09/2023 13:55:57
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1459200	5	6	266	35140	4	272
         1	0.1461000	5	6	345	34966	13	351
         2	0.1462000	5	7	427	34807	11	434
         3	0.1463000	5	8	521	35155	10	529
         4	0.1464100	5	23	637	35526	8	660
         5	0.1465000	5	30	830	35003	10	860
         6	0.1465900	5	62	1042	35833	22	1104
         7	0.1467200	5	156	1565	35077	40	1721
         8	0.1468100	5	239	2278	34428	83	2517
         9	0.1469000	5	389	3312	35136	131	3701
        10	0.1470100	5	540	4695	35482	196	5235
        11	0.1471000	5	621	5619	35095	308	6240
        12	0.1472100	5	572	6067	34896	284	6639
        13	0.1473100	5	516	5365	34802	228	5881
        14	0.1474100	5	463	4509	35175	155	4972
        15	0.1475000	5	496	3991	35500	134	4487
        16	0.1476000	5	391	3386	35491	75	3777
        17	0.1477000	5	367	3021	35007	52	3388
        18	0.1478000	5	405	3114	35560	63	3519
        19	0.1479100	5	407	3052	35542	68	3459
        20	0.1480100	5	382	3212	34837	104	3594
        21	0.1481000	5	403	3752	34610	111	4155
        22	0.1482100	5	489	4589	34992	157	5078
        23	0.1482900	5	595	5245	34737	207	5840
        24	0.1484100	5	532	5917	35375	248	6449
        25	0.1485000	5	433	5792	34901	216	6225
        26	0.1486100	5	359	4423	34835	159	4782
        27	0.1487100	5	305	2954	35167	130	3259
        28	0.1488100	5	161	1934	35731	49	2095
        29	0.1489000	5	104	1480	34728	39	1584
        30	0.1490100	5	30	955	35032	16	985
        31	0.1491100	5	24	682	34869	8	706
        32	0.1492200	5	8	561	35490	5	569
        33	0.1493000	5	12	477	35446	6	489
        34	0.1494000	5	7	397	35175	13	404
        35	0.1495100	5	10	341	34920	6	351
        36	0.1496000	5	15	304	34852	8	319
*stopped by user: 29/09/2023 14:00:11
